EcologExpTime,PlateCode,C -Source,Well,OD,WellNr,Date,Time
72,17,D-Malic Acid,H3,0.106,95,15/07/2012,21:29:37
72,17,Putrescine,H4,0.278,96,15/07/2012,21:29:37
84,17,Water,A1,0.066,1,16/07/2012,09:29:57
84,17,_-Methyl-D-Glucoside,A2,0.118,2,16/07/2012,09:29:57
84,17,D-Galactonic Acid _-Lactone,A3,0.442,3,16/07/2012,09:29:57
84,17,L-Arginine,A4,0.471,4,16/07/2012,09:29:57
84,17,Pyruvic Acid Methyl Ester,B1,0.056,5,16/07/2012,09:29:57
84,17,D-Xylose,B2,0.059,6,16/07/2012,09:29:57
84,17,D-Galacturonic Acid,B3,0.442,7,16/07/2012,09:29:57
84,17,L-Asparagine,B4,0.828,8,16/07/2012,09:29:57
84,17,Tween 40,C1,0.057,9,16/07/2012,09:29:57
84,17,i-Erythritol,C2,0.054,10,16/07/2012,09:29:57
84,17,2-Hydroxy Benzoic Acid,C3,0.833,11,16/07/2012,09:29:57
84,17,L-Phenylalanine,C4,0.068,12,16/07/2012,09:29:57
84,17,Tween 80,D1,0.454,13,16/07/2012,09:29:57
84,17,D-Mannitol,D2,0.054,14,16/07/2012,09:29:57
84,17,4-Hydroxy Benzoic Acid,D3,0.961,15,16/07/2012,09:29:57
84,17,L-Serine,D4,1.333,16,16/07/2012,09:29:57
84,17,_-Cyclodextrin,E1,0.706,17,16/07/2012,09:29:57
84,17,N-Acetyl-D-Glucosamine,E2,0.054,18,16/07/2012,09:29:57
84,17,_-Hydroxybutyric Acid,E3,0.663,19,16/07/2012,09:29:57
84,17,L-Threonine,E4,0.065,20,16/07/2012,09:29:57
84,17,Glycogen,F1,0.487,21,16/07/2012,09:29:57
84,17,D-Glucosaminic Acid,F2,0.051,22,16/07/2012,09:29:57
84,17,Itaconic Acid,F3,0.364,23,16/07/2012,09:29:57
84,17,Glycyl-L-Glutamic Acid,F4,0.069,24,16/07/2012,09:29:57
84,17,D-Cellobiose,G1,1.116,25,16/07/2012,09:29:57
84,17,Glucose-1-Phosphate,G2,0.363,26,16/07/2012,09:29:57
84,17,_-Ketobutyric Acid,G3,0.056,27,16/07/2012,09:29:57
84,17,Phenylethyl-amine,G4,0.055,28,16/07/2012,09:29:57
84,17,_-D-Lactose,H1,0.138,29,16/07/2012,09:29:57
84,17,D L-_-Glycerol Phosphate,H2,0.051,30,16/07/2012,09:29:57
84,17,D-Malic Acid,H3,0.04,31,16/07/2012,09:29:57
84,17,Putrescine,H4,0.054,32,16/07/2012,09:29:57
84,17,Water,A1,1.112,33,16/07/2012,09:29:57
84,17,_-Methyl-D-Glucoside,A2,0.312,34,16/07/2012,09:29:57
84,17,D-Galactonic Acid _-Lactone,A3,0.042,35,16/07/2012,09:29:57
84,17,L-Arginine,A4,0.107,36,16/07/2012,09:29:57
84,17,Pyruvic Acid Methyl Ester,B1,0.251,37,16/07/2012,09:29:57
84,17,D-Xylose,B2,0.048,38,16/07/2012,09:29:57
84,17,D-Galacturonic Acid,B3,0.067,39,16/07/2012,09:29:57
84,17,L-Asparagine,B4,0.052,40,16/07/2012,09:29:57
84,17,Tween 40,C1,0.706,41,16/07/2012,09:29:57
84,17,i-Erythritol,C2,0.565,42,16/07/2012,09:29:57
84,17,2-Hydroxy Benzoic Acid,C3,0.488,43,16/07/2012,09:29:57
84,17,L-Phenylalanine,C4,0.696,44,16/07/2012,09:29:57
84,17,Tween 80,D1,0.619,45,16/07/2012,09:29:57
84,17,D-Mannitol,D2,0.239,46,16/07/2012,09:29:57
84,17,4-Hydroxy Benzoic Acid,D3,0.341,47,16/07/2012,09:29:57
84,17,L-Serine,D4,0.513,48,16/07/2012,09:29:57
84,17,_-Cyclodextrin,E1,0.063,49,16/07/2012,09:29:57
84,17,N-Acetyl-D-Glucosamine,E2,0.298,50,16/07/2012,09:29:57
84,17,_-Hydroxybutyric Acid,E3,0.077,51,16/07/2012,09:29:57
84,17,L-Threonine,E4,0.051,52,16/07/2012,09:29:57
84,17,Glycogen,F1,0.041,53,16/07/2012,09:29:57
84,17,D-Glucosaminic Acid,F2,0.122,54,16/07/2012,09:29:57
84,17,Itaconic Acid,F3,0.067,55,16/07/2012,09:29:57
84,17,Glycyl-L-Glutamic Acid,F4,0.067,56,16/07/2012,09:29:57
84,17,D-Cellobiose,G1,0.044,57,16/07/2012,09:29:57
84,17,Glucose-1-Phosphate,G2,0.172,58,16/07/2012,09:29:57
84,17,_-Ketobutyric Acid,G3,0.056,59,16/07/2012,09:29:57
84,17,Phenylethyl-amine,G4,0.116,60,16/07/2012,09:29:57
84,17,_-D-Lactose,H1,0.094,61,16/07/2012,09:29:57
84,17,D L-_-Glycerol Phosphate,H2,0.446,62,16/07/2012,09:29:57
84,17,D-Malic Acid,H3,0.572,63,16/07/2012,09:29:57
84,17,Putrescine,H4,0.18,64,16/07/2012,09:29:57
84,17,Water,A1,0.097,65,16/07/2012,09:29:57
84,17,_-Methyl-D-Glucoside,A2,0.462,66,16/07/2012,09:29:57
84,17,D-Galactonic Acid _-Lactone,A3,0.529,67,16/07/2012,09:29:57
84,17,L-Arginine,A4,0.167,68,16/07/2012,09:29:57
84,17,Pyruvic Acid Methyl Ester,B1,0.252,69,16/07/2012,09:29:57
84,17,D-Xylose,B2,0.104,70,16/07/2012,09:29:57
84,17,D-Galacturonic Acid,B3,0.066,71,16/07/2012,09:29:57
84,17,L-Asparagine,B4,0.298,72,16/07/2012,09:29:57
84,17,Tween 40,C1,0.239,73,16/07/2012,09:29:57
84,17,i-Erythritol,C2,0.062,74,16/07/2012,09:29:57
84,17,2-Hydroxy Benzoic Acid,C3,0.06,75,16/07/2012,09:29:57
84,17,L-Phenylalanine,C4,0.049,76,16/07/2012,09:29:57
84,17,Tween 80,D1,0.598,77,16/07/2012,09:29:57
84,17,D-Mannitol,D2,0.062,78,16/07/2012,09:29:57
84,17,4-Hydroxy Benzoic Acid,D3,0.055,79,16/07/2012,09:29:57
84,17,L-Serine,D4,0.047,80,16/07/2012,09:29:57
84,17,_-Cyclodextrin,E1,0.22,81,16/07/2012,09:29:57
84,17,N-Acetyl-D-Glucosamine,E2,0.081,82,16/07/2012,09:29:57
84,17,_-Hydroxybutyric Acid,E3,0.062,83,16/07/2012,09:29:57
84,17,L-Threonine,E4,0.062,84,16/07/2012,09:29:57
84,17,Glycogen,F1,0.063,85,16/07/2012,09:29:57
84,17,D-Glucosaminic Acid,F2,0.187,86,16/07/2012,09:29:57
84,17,Itaconic Acid,F3,0.048,87,16/07/2012,09:29:57
84,17,Glycyl-L-Glutamic Acid,F4,0.057,88,16/07/2012,09:29:57
84,17,D-Cellobiose,G1,0.052,89,16/07/2012,09:29:57
84,17,Glucose-1-Phosphate,G2,0.19,90,16/07/2012,09:29:57
84,17,_-Ketobutyric Acid,G3,0.533,91,16/07/2012,09:29:57
84,17,Phenylethyl-amine,G4,0.049,92,16/07/2012,09:29:57
84,17,_-D-Lactose,H1,0.098,93,16/07/2012,09:29:57
84,17,D L-_-Glycerol Phosphate,H2,0.098,94,16/07/2012,09:29:57
84,17,D-Malic Acid,H3,0.133,95,16/07/2012,09:29:57
84,17,Putrescine,H4,0.383,96,16/07/2012,09:29:57
96,17,Water,A1,0.068,1,16/07/2012,21:54:24
96,17,_-Methyl-D-Glucoside,A2,0.116,2,16/07/2012,21:54:24
96,17,D-Galactonic Acid _-Lactone,A3,0.582,3,16/07/2012,21:54:24
96,17,L-Arginine,A4,0.576,4,16/07/2012,21:54:24
96,17,Pyruvic Acid Methyl Ester,B1,0.058,5,16/07/2012,21:54:24
96,17,D-Xylose,B2,0.114,6,16/07/2012,21:54:24
96,17,D-Galacturonic Acid,B3,0.608,7,16/07/2012,21:54:24
96,17,L-Asparagine,B4,1.024,8,16/07/2012,21:54:24
96,17,Tween 40,C1,0.057,9,16/07/2012,21:54:24
96,17,i-Erythritol,C2,0.055,10,16/07/2012,21:54:24
96,17,2-Hydroxy Benzoic Acid,C3,0.8,11,16/07/2012,21:54:24
96,17,L-Phenylalanine,C4,0.086,12,16/07/2012,21:54:24
96,17,Tween 80,D1,0.508,13,16/07/2012,21:54:24
96,17,D-Mannitol,D2,0.053,14,16/07/2012,21:54:24
96,17,4-Hydroxy Benzoic Acid,D3,1.47,15,16/07/2012,21:54:24
96,17,L-Serine,D4,1.677,16,16/07/2012,21:54:24
96,17,_-Cyclodextrin,E1,0.756,17,16/07/2012,21:54:24
96,17,N-Acetyl-D-Glucosamine,E2,0.054,18,16/07/2012,21:54:24
96,17,_-Hydroxybutyric Acid,E3,0.694,19,16/07/2012,21:54:24
96,17,L-Threonine,E4,0.071,20,16/07/2012,21:54:24
96,17,Glycogen,F1,0.551,21,16/07/2012,21:54:24
96,17,D-Glucosaminic Acid,F2,0.051,22,16/07/2012,21:54:24
96,17,Itaconic Acid,F3,0.408,23,16/07/2012,21:54:24
96,17,Glycyl-L-Glutamic Acid,F4,0.074,24,16/07/2012,21:54:24
96,17,D-Cellobiose,G1,1.276,25,16/07/2012,21:54:24
96,17,Glucose-1-Phosphate,G2,0.526,26,16/07/2012,21:54:24
96,17,_-Ketobutyric Acid,G3,0.055,27,16/07/2012,21:54:24
96,17,Phenylethyl-amine,G4,0.056,28,16/07/2012,21:54:24
96,17,_-D-Lactose,H1,0.216,29,16/07/2012,21:54:24
96,17,D L-_-Glycerol Phosphate,H2,0.049,30,16/07/2012,21:54:24
96,17,D-Malic Acid,H3,0.04,31,16/07/2012,21:54:24
96,17,Putrescine,H4,0.056,32,16/07/2012,21:54:24
96,17,Water,A1,1.246,33,16/07/2012,21:54:24
96,17,_-Methyl-D-Glucoside,A2,0.386,34,16/07/2012,21:54:24
96,17,D-Galactonic Acid _-Lactone,A3,0.042,35,16/07/2012,21:54:24
96,17,L-Arginine,A4,0.128,36,16/07/2012,21:54:24
96,17,Pyruvic Acid Methyl Ester,B1,0.266,37,16/07/2012,21:54:24
96,17,D-Xylose,B2,0.049,38,16/07/2012,21:54:24
96,17,D-Galacturonic Acid,B3,0.107,39,16/07/2012,21:54:24
96,17,L-Asparagine,B4,0.055,40,16/07/2012,21:54:24
96,17,Tween 40,C1,0.817,41,16/07/2012,21:54:24
96,17,i-Erythritol,C2,0.682,42,16/07/2012,21:54:24
96,17,2-Hydroxy Benzoic Acid,C3,0.554,43,16/07/2012,21:54:24
96,17,L-Phenylalanine,C4,0.685,44,16/07/2012,21:54:24
96,17,Tween 80,D1,0.895,45,16/07/2012,21:54:24
96,17,D-Mannitol,D2,0.251,46,16/07/2012,21:54:24
96,17,4-Hydroxy Benzoic Acid,D3,0.434,47,16/07/2012,21:54:24
96,17,L-Serine,D4,0.63,48,16/07/2012,21:54:24
96,17,_-Cyclodextrin,E1,0.07,49,16/07/2012,21:54:24
96,17,N-Acetyl-D-Glucosamine,E2,0.33,50,16/07/2012,21:54:24
96,17,_-Hydroxybutyric Acid,E3,0.081,51,16/07/2012,21:54:24
96,17,L-Threonine,E4,0.055,52,16/07/2012,21:54:24
96,17,Glycogen,F1,0.041,53,16/07/2012,21:54:24
96,17,D-Glucosaminic Acid,F2,0.176,54,16/07/2012,21:54:24
96,17,Itaconic Acid,F3,0.069,55,16/07/2012,21:54:24
96,17,Glycyl-L-Glutamic Acid,F4,0.061,56,16/07/2012,21:54:24
96,17,D-Cellobiose,G1,0.044,57,16/07/2012,21:54:24
96,17,Glucose-1-Phosphate,G2,0.221,58,16/07/2012,21:54:24
96,17,_-Ketobutyric Acid,G3,0.058,59,16/07/2012,21:54:24
96,17,Phenylethyl-amine,G4,0.117,60,16/07/2012,21:54:24
96,17,_-D-Lactose,H1,0.093,61,16/07/2012,21:54:24
96,17,D L-_-Glycerol Phosphate,H2,0.552,62,16/07/2012,21:54:24
96,17,D-Malic Acid,H3,0.689,63,16/07/2012,21:54:24
96,17,Putrescine,H4,0.194,64,16/07/2012,21:54:24
96,17,Water,A1,0.095,65,16/07/2012,21:54:24
96,17,_-Methyl-D-Glucoside,A2,0.566,66,16/07/2012,21:54:24
96,17,D-Galactonic Acid _-Lactone,A3,0.542,67,16/07/2012,21:54:24
96,17,L-Arginine,A4,0.181,68,16/07/2012,21:54:24
96,17,Pyruvic Acid Methyl Ester,B1,0.254,69,16/07/2012,21:54:24
96,17,D-Xylose,B2,0.102,70,16/07/2012,21:54:24
96,17,D-Galacturonic Acid,B3,0.074,71,16/07/2012,21:54:24
96,17,L-Asparagine,B4,0.314,72,16/07/2012,21:54:24
96,17,Tween 40,C1,0.291,73,16/07/2012,21:54:24
96,17,i-Erythritol,C2,0.072,74,16/07/2012,21:54:24
96,17,2-Hydroxy Benzoic Acid,C3,0.061,75,16/07/2012,21:54:24
96,17,L-Phenylalanine,C4,0.051,76,16/07/2012,21:54:24
96,17,Tween 80,D1,0.672,77,16/07/2012,21:54:24
96,17,D-Mannitol,D2,0.068,78,16/07/2012,21:54:24
96,17,4-Hydroxy Benzoic Acid,D3,0.06,79,16/07/2012,21:54:24
96,17,L-Serine,D4,0.046,80,16/07/2012,21:54:24
96,17,_-Cyclodextrin,E1,0.282,81,16/07/2012,21:54:24
96,17,N-Acetyl-D-Glucosamine,E2,0.084,82,16/07/2012,21:54:24
96,17,_-Hydroxybutyric Acid,E3,0.064,83,16/07/2012,21:54:24
96,17,L-Threonine,E4,0.067,84,16/07/2012,21:54:24
96,17,Glycogen,F1,0.074,85,16/07/2012,21:54:24
96,17,D-Glucosaminic Acid,F2,0.193,86,16/07/2012,21:54:24
96,17,Itaconic Acid,F3,0.05,87,16/07/2012,21:54:24
96,17,Glycyl-L-Glutamic Acid,F4,0.057,88,16/07/2012,21:54:24
96,17,D-Cellobiose,G1,0.054,89,16/07/2012,21:54:24
96,17,Glucose-1-Phosphate,G2,0.205,90,16/07/2012,21:54:24
96,17,_-Ketobutyric Acid,G3,0.576,91,16/07/2012,21:54:24
96,17,Phenylethyl-amine,G4,0.053,92,16/07/2012,21:54:24
96,17,_-D-Lactose,H1,0.213,93,16/07/2012,21:54:24
96,17,D L-_-Glycerol Phosphate,H2,0.192,94,16/07/2012,21:54:24
96,17,D-Malic Acid,H3,0.153,95,16/07/2012,21:54:24
96,17,Putrescine,H4,0.422,96,16/07/2012,21:54:24
0,18,Water,A1,0.038,1,12/07/2012,19:06:51
0,18,_-Methyl-D-Glucoside,A2,0.042,2,12/07/2012,19:06:51
0,18,D-Galactonic Acid _-Lactone,A3,0.039,3,12/07/2012,19:06:51
0,18,L-Arginine,A4,0.04,4,12/07/2012,19:06:51
0,18,Pyruvic Acid Methyl Ester,B1,0.039,5,12/07/2012,19:06:51
0,18,D-Xylose,B2,0.04,6,12/07/2012,19:06:51
0,18,D-Galacturonic Acid,B3,0.04,7,12/07/2012,19:06:51
0,18,L-Asparagine,B4,0.119,8,12/07/2012,19:06:51
0,18,Tween 40,C1,0.039,9,12/07/2012,19:06:51
0,18,i-Erythritol,C2,0.039,10,12/07/2012,19:06:51
0,18,2-Hydroxy Benzoic Acid,C3,0.039,11,12/07/2012,19:06:51
0,18,L-Phenylalanine,C4,0.04,12,12/07/2012,19:06:51
0,18,Tween 80,D1,0.042,13,12/07/2012,19:06:51
0,18,D-Mannitol,D2,0.061,14,12/07/2012,19:06:51
0,18,4-Hydroxy Benzoic Acid,D3,0.039,15,12/07/2012,19:06:51
0,18,L-Serine,D4,0.041,16,12/07/2012,19:06:51
0,18,_-Cyclodextrin,E1,0.043,17,12/07/2012,19:06:51
0,18,N-Acetyl-D-Glucosamine,E2,0.064,18,12/07/2012,19:06:51
0,18,_-Hydroxybutyric Acid,E3,0.042,19,12/07/2012,19:06:51
0,18,L-Threonine,E4,0.04,20,12/07/2012,19:06:51
0,18,Glycogen,F1,0.041,21,12/07/2012,19:06:51
0,18,D-Glucosaminic Acid,F2,0.116,22,12/07/2012,19:06:51
0,18,Itaconic Acid,F3,0.102,23,12/07/2012,19:06:51
0,18,Glycyl-L-Glutamic Acid,F4,0.039,24,12/07/2012,19:06:51
0,18,D-Cellobiose,G1,0.05,25,12/07/2012,19:06:51
0,18,Glucose-1-Phosphate,G2,0.051,26,12/07/2012,19:06:51
0,18,_-Ketobutyric Acid,G3,0.093,27,12/07/2012,19:06:51
0,18,Phenylethyl-amine,G4,0.042,28,12/07/2012,19:06:51
0,18,_-D-Lactose,H1,0.067,29,12/07/2012,19:06:51
0,18,D L-_-Glycerol Phosphate,H2,0.04,30,12/07/2012,19:06:51
0,18,D-Malic Acid,H3,0.04,31,12/07/2012,19:06:51
0,18,Putrescine,H4,0.044,32,12/07/2012,19:06:51
0,18,Water,A1,0.058,33,12/07/2012,19:06:51
0,18,_-Methyl-D-Glucoside,A2,0.04,34,12/07/2012,19:06:51
0,18,D-Galactonic Acid _-Lactone,A3,0.039,35,12/07/2012,19:06:51
0,18,L-Arginine,A4,0.16,36,12/07/2012,19:06:51
0,18,Pyruvic Acid Methyl Ester,B1,0.054,37,12/07/2012,19:06:51
0,18,D-Xylose,B2,0.04,38,12/07/2012,19:06:51
0,18,D-Galacturonic Acid,B3,0.04,39,12/07/2012,19:06:51
0,18,L-Asparagine,B4,0.039,40,12/07/2012,19:06:51
0,18,Tween 40,C1,0.054,41,12/07/2012,19:06:51
0,18,i-Erythritol,C2,0.039,42,12/07/2012,19:06:51
0,18,2-Hydroxy Benzoic Acid,C3,0.062,43,12/07/2012,19:06:51
0,18,L-Phenylalanine,C4,0.038,44,12/07/2012,19:06:51
0,18,Tween 80,D1,0.056,45,12/07/2012,19:06:51
0,18,D-Mannitol,D2,0.041,46,12/07/2012,19:06:51
0,18,4-Hydroxy Benzoic Acid,D3,0.082,47,12/07/2012,19:06:51
0,18,L-Serine,D4,0.042,48,12/07/2012,19:06:51
0,18,_-Cyclodextrin,E1,0.051,49,12/07/2012,19:06:51
0,18,N-Acetyl-D-Glucosamine,E2,0.04,50,12/07/2012,19:06:51
0,18,_-Hydroxybutyric Acid,E3,0.045,51,12/07/2012,19:06:51
0,18,L-Threonine,E4,0.042,52,12/07/2012,19:06:51
0,18,Glycogen,F1,0.05,53,12/07/2012,19:06:51
0,18,D-Glucosaminic Acid,F2,0.039,54,12/07/2012,19:06:51
0,18,Itaconic Acid,F3,0.052,55,12/07/2012,19:06:51
0,18,Glycyl-L-Glutamic Acid,F4,0.04,56,12/07/2012,19:06:51
0,18,D-Cellobiose,G1,0.058,57,12/07/2012,19:06:51
0,18,Glucose-1-Phosphate,G2,0.042,58,12/07/2012,19:06:51
0,18,_-Ketobutyric Acid,G3,0.057,59,12/07/2012,19:06:51
0,18,Phenylethyl-amine,G4,0.092,60,12/07/2012,19:06:51
0,18,_-D-Lactose,H1,0.047,61,12/07/2012,19:06:51
0,18,D L-_-Glycerol Phosphate,H2,0.04,62,12/07/2012,19:06:51
0,18,D-Malic Acid,H3,0.115,63,12/07/2012,19:06:51
0,18,Putrescine,H4,0.041,64,12/07/2012,19:06:51
0,18,Water,A1,0.046,65,12/07/2012,19:06:51
0,18,_-Methyl-D-Glucoside,A2,0.039,66,12/07/2012,19:06:51
0,18,D-Galactonic Acid _-Lactone,A3,0.04,67,12/07/2012,19:06:51
0,18,L-Arginine,A4,0.039,68,12/07/2012,19:06:51
0,18,Pyruvic Acid Methyl Ester,B1,0.049,69,12/07/2012,19:06:51
0,18,D-Xylose,B2,0.112,70,12/07/2012,19:06:51
0,18,D-Galacturonic Acid,B3,0.04,71,12/07/2012,19:06:51
0,18,L-Asparagine,B4,0.04,72,12/07/2012,19:06:51
0,18,Tween 40,C1,0.038,73,12/07/2012,19:06:51
0,18,i-Erythritol,C2,0.039,74,12/07/2012,19:06:51
0,18,2-Hydroxy Benzoic Acid,C3,0.058,75,12/07/2012,19:06:51
0,18,L-Phenylalanine,C4,0.041,76,12/07/2012,19:06:51
0,18,Tween 80,D1,0.039,77,12/07/2012,19:06:51
0,18,D-Mannitol,D2,0.039,78,12/07/2012,19:06:51
0,18,4-Hydroxy Benzoic Acid,D3,0.042,79,12/07/2012,19:06:51
0,18,L-Serine,D4,0.042,80,12/07/2012,19:06:51
0,18,_-Cyclodextrin,E1,0.042,81,12/07/2012,19:06:51
0,18,N-Acetyl-D-Glucosamine,E2,0.04,82,12/07/2012,19:06:51
0,18,_-Hydroxybutyric Acid,E3,0.064,83,12/07/2012,19:06:51
0,18,L-Threonine,E4,0.041,84,12/07/2012,19:06:51
0,18,Glycogen,F1,0.039,85,12/07/2012,19:06:51
0,18,D-Glucosaminic Acid,F2,0.041,86,12/07/2012,19:06:51
0,18,Itaconic Acid,F3,0.04,87,12/07/2012,19:06:51
0,18,Glycyl-L-Glutamic Acid,F4,0.041,88,12/07/2012,19:06:51
0,18,D-Cellobiose,G1,0.039,89,12/07/2012,19:06:51
0,18,Glucose-1-Phosphate,G2,0.039,90,12/07/2012,19:06:51
0,18,_-Ketobutyric Acid,G3,0.039,91,12/07/2012,19:06:51
0,18,Phenylethyl-amine,G4,0.039,92,12/07/2012,19:06:51
0,18,_-D-Lactose,H1,0.039,93,12/07/2012,19:06:51
0,18,D L-_-Glycerol Phosphate,H2,0.103,94,12/07/2012,19:06:51
0,18,D-Malic Acid,H3,0.039,95,12/07/2012,19:06:51
0,18,Putrescine,H4,0.041,96,12/07/2012,19:06:51
12,18,Water,A1,0.039,1,13/07/2012,09:08:35
12,18,_-Methyl-D-Glucoside,A2,0.043,2,13/07/2012,09:08:35
12,18,D-Galactonic Acid _-Lactone,A3,0.04,3,13/07/2012,09:08:35
12,18,L-Arginine,A4,0.041,4,13/07/2012,09:08:35
12,18,Pyruvic Acid Methyl Ester,B1,0.04,5,13/07/2012,09:08:35
12,18,D-Xylose,B2,0.041,6,13/07/2012,09:08:35
12,18,D-Galacturonic Acid,B3,0.041,7,13/07/2012,09:08:35
12,18,L-Asparagine,B4,0.084,8,13/07/2012,09:08:35
12,18,Tween 40,C1,0.04,9,13/07/2012,09:08:35
12,18,i-Erythritol,C2,0.04,10,13/07/2012,09:08:35
12,18,2-Hydroxy Benzoic Acid,C3,0.04,11,13/07/2012,09:08:35
12,18,L-Phenylalanine,C4,0.042,12,13/07/2012,09:08:35
12,18,Tween 80,D1,0.042,13,13/07/2012,09:08:35
12,18,D-Mannitol,D2,0.06,14,13/07/2012,09:08:35
12,18,4-Hydroxy Benzoic Acid,D3,0.04,15,13/07/2012,09:08:35
12,18,L-Serine,D4,0.042,16,13/07/2012,09:08:35
12,18,_-Cyclodextrin,E1,0.043,17,13/07/2012,09:08:35
12,18,N-Acetyl-D-Glucosamine,E2,0.063,18,13/07/2012,09:08:35
12,18,_-Hydroxybutyric Acid,E3,0.043,19,13/07/2012,09:08:35
12,18,L-Threonine,E4,0.04,20,13/07/2012,09:08:35
12,18,Glycogen,F1,0.041,21,13/07/2012,09:08:35
12,18,D-Glucosaminic Acid,F2,0.091,22,13/07/2012,09:08:35
12,18,Itaconic Acid,F3,0.094,23,13/07/2012,09:08:35
12,18,Glycyl-L-Glutamic Acid,F4,0.041,24,13/07/2012,09:08:35
12,18,D-Cellobiose,G1,0.05,25,13/07/2012,09:08:35
12,18,Glucose-1-Phosphate,G2,0.051,26,13/07/2012,09:08:35
12,18,_-Ketobutyric Acid,G3,0.077,27,13/07/2012,09:08:35
12,18,Phenylethyl-amine,G4,0.042,28,13/07/2012,09:08:35
12,18,_-D-Lactose,H1,0.064,29,13/07/2012,09:08:35
12,18,D L-_-Glycerol Phosphate,H2,0.041,30,13/07/2012,09:08:35
12,18,D-Malic Acid,H3,0.04,31,13/07/2012,09:08:35
12,18,Putrescine,H4,0.044,32,13/07/2012,09:08:35
12,18,Water,A1,0.058,33,13/07/2012,09:08:35
12,18,_-Methyl-D-Glucoside,A2,0.041,34,13/07/2012,09:08:35
12,18,D-Galactonic Acid _-Lactone,A3,0.04,35,13/07/2012,09:08:35
12,18,L-Arginine,A4,0.09,36,13/07/2012,09:08:35
12,18,Pyruvic Acid Methyl Ester,B1,0.053,37,13/07/2012,09:08:35
12,18,D-Xylose,B2,0.04,38,13/07/2012,09:08:35
12,18,D-Galacturonic Acid,B3,0.04,39,13/07/2012,09:08:35
12,18,L-Asparagine,B4,0.04,40,13/07/2012,09:08:35
12,18,Tween 40,C1,0.054,41,13/07/2012,09:08:35
12,18,i-Erythritol,C2,0.039,42,13/07/2012,09:08:35
12,18,2-Hydroxy Benzoic Acid,C3,0.044,43,13/07/2012,09:08:35
12,18,L-Phenylalanine,C4,0.039,44,13/07/2012,09:08:35
12,18,Tween 80,D1,0.055,45,13/07/2012,09:08:35
12,18,D-Mannitol,D2,0.042,46,13/07/2012,09:08:35
12,18,4-Hydroxy Benzoic Acid,D3,0.077,47,13/07/2012,09:08:35
12,18,L-Serine,D4,0.042,48,13/07/2012,09:08:35
12,18,_-Cyclodextrin,E1,0.043,49,13/07/2012,09:08:35
12,18,N-Acetyl-D-Glucosamine,E2,0.04,50,13/07/2012,09:08:35
12,18,_-Hydroxybutyric Acid,E3,0.041,51,13/07/2012,09:08:35
12,18,L-Threonine,E4,0.042,52,13/07/2012,09:08:35
12,18,Glycogen,F1,0.048,53,13/07/2012,09:08:35
12,18,D-Glucosaminic Acid,F2,0.04,54,13/07/2012,09:08:35
12,18,Itaconic Acid,F3,0.042,55,13/07/2012,09:08:35
12,18,Glycyl-L-Glutamic Acid,F4,0.04,56,13/07/2012,09:08:35
12,18,D-Cellobiose,G1,0.064,57,13/07/2012,09:08:35
12,18,Glucose-1-Phosphate,G2,0.043,58,13/07/2012,09:08:35
12,18,_-Ketobutyric Acid,G3,0.042,59,13/07/2012,09:08:35
12,18,Phenylethyl-amine,G4,0.094,60,13/07/2012,09:08:35
12,18,_-D-Lactose,H1,0.049,61,13/07/2012,09:08:35
12,18,D L-_-Glycerol Phosphate,H2,0.041,62,13/07/2012,09:08:35
12,18,D-Malic Acid,H3,0.103,63,13/07/2012,09:08:35
12,18,Putrescine,H4,0.041,64,13/07/2012,09:08:35
12,18,Water,A1,0.048,65,13/07/2012,09:08:35
12,18,_-Methyl-D-Glucoside,A2,0.041,66,13/07/2012,09:08:35
12,18,D-Galactonic Acid _-Lactone,A3,0.04,67,13/07/2012,09:08:35
12,18,L-Arginine,A4,0.04,68,13/07/2012,09:08:35
12,18,Pyruvic Acid Methyl Ester,B1,0.051,69,13/07/2012,09:08:35
12,18,D-Xylose,B2,0.083,70,13/07/2012,09:08:35
12,18,D-Galacturonic Acid,B3,0.044,71,13/07/2012,09:08:35
12,18,L-Asparagine,B4,0.042,72,13/07/2012,09:08:35
12,18,Tween 40,C1,0.04,73,13/07/2012,09:08:35
12,18,i-Erythritol,C2,0.04,74,13/07/2012,09:08:35
12,18,2-Hydroxy Benzoic Acid,C3,0.042,75,13/07/2012,09:08:35
12,18,L-Phenylalanine,C4,0.041,76,13/07/2012,09:08:35
12,18,Tween 80,D1,0.04,77,13/07/2012,09:08:35
12,18,D-Mannitol,D2,0.039,78,13/07/2012,09:08:35
12,18,4-Hydroxy Benzoic Acid,D3,0.041,79,13/07/2012,09:08:35
12,18,L-Serine,D4,0.041,80,13/07/2012,09:08:35
12,18,_-Cyclodextrin,E1,0.043,81,13/07/2012,09:08:35
12,18,N-Acetyl-D-Glucosamine,E2,0.041,82,13/07/2012,09:08:35
12,18,_-Hydroxybutyric Acid,E3,0.044,83,13/07/2012,09:08:35
12,18,L-Threonine,E4,0.043,84,13/07/2012,09:08:35
12,18,Glycogen,F1,0.041,85,13/07/2012,09:08:35
12,18,D-Glucosaminic Acid,F2,0.041,86,13/07/2012,09:08:35
12,18,Itaconic Acid,F3,0.041,87,13/07/2012,09:08:35
12,18,Glycyl-L-Glutamic Acid,F4,0.041,88,13/07/2012,09:08:35
12,18,D-Cellobiose,G1,0.04,89,13/07/2012,09:08:35
