EcologExpTime,PlateCode,C -Source,Well,OD,WellNr,Date,Time
60,12,Glucose-1-Phosphate,G2,0.109,26,15/07/2012,08:50:40
60,12,_-Ketobutyric Acid,G3,0.053,27,15/07/2012,08:50:40
60,12,Phenylethyl-amine,G4,0.069,28,15/07/2012,08:50:40
60,12,_-D-Lactose,H1,0.705,29,15/07/2012,08:50:40
60,12,D L-_-Glycerol Phosphate,H2,0.123,30,15/07/2012,08:50:40
60,12,D-Malic Acid,H3,0.052,31,15/07/2012,08:50:40
60,12,Putrescine,H4,0.068,32,15/07/2012,08:50:40
60,12,Water,A1,0.75,33,15/07/2012,08:50:40
60,12,_-Methyl-D-Glucoside,A2,0.111,34,15/07/2012,08:50:40
60,12,D-Galactonic Acid _-Lactone,A3,0.041,35,15/07/2012,08:50:40
60,12,L-Arginine,A4,0.067,36,15/07/2012,08:50:40
60,12,Pyruvic Acid Methyl Ester,B1,0.673,37,15/07/2012,08:50:40
60,12,D-Xylose,B2,0.589,38,15/07/2012,08:50:40
60,12,D-Galacturonic Acid,B3,0.352,39,15/07/2012,08:50:40
60,12,L-Asparagine,B4,0.4,40,15/07/2012,08:50:40
60,12,Tween 40,C1,0.603,41,15/07/2012,08:50:40
60,12,i-Erythritol,C2,0.593,42,15/07/2012,08:50:40
60,12,2-Hydroxy Benzoic Acid,C3,0.376,43,15/07/2012,08:50:40
60,12,L-Phenylalanine,C4,0.422,44,15/07/2012,08:50:40
60,12,Tween 80,D1,0.628,45,15/07/2012,08:50:40
60,12,D-Mannitol,D2,0.684,46,15/07/2012,08:50:40
60,12,4-Hydroxy Benzoic Acid,D3,0.359,47,15/07/2012,08:50:40
60,12,L-Serine,D4,0.463,48,15/07/2012,08:50:40
60,12,_-Cyclodextrin,E1,0.057,49,15/07/2012,08:50:40
60,12,N-Acetyl-D-Glucosamine,E2,0.335,50,15/07/2012,08:50:40
60,12,_-Hydroxybutyric Acid,E3,0.059,51,15/07/2012,08:50:40
60,12,L-Threonine,E4,0.061,52,15/07/2012,08:50:40
60,12,Glycogen,F1,0.058,53,15/07/2012,08:50:40
60,12,D-Glucosaminic Acid,F2,0.331,54,15/07/2012,08:50:40
60,12,Itaconic Acid,F3,0.059,55,15/07/2012,08:50:40
60,12,Glycyl-L-Glutamic Acid,F4,0.059,56,15/07/2012,08:50:40
60,12,D-Cellobiose,G1,0.058,57,15/07/2012,08:50:40
60,12,Glucose-1-Phosphate,G2,0.358,58,15/07/2012,08:50:40
60,12,_-Ketobutyric Acid,G3,0.063,59,15/07/2012,08:50:40
60,12,Phenylethyl-amine,G4,0.07,60,15/07/2012,08:50:40
60,12,_-D-Lactose,H1,0.083,61,15/07/2012,08:50:40
60,12,D L-_-Glycerol Phosphate,H2,0.353,62,15/07/2012,08:50:40
60,12,D-Malic Acid,H3,0.514,63,15/07/2012,08:50:40
60,12,Putrescine,H4,0.222,64,15/07/2012,08:50:40
60,12,Water,A1,0.083,65,15/07/2012,08:50:40
60,12,_-Methyl-D-Glucoside,A2,0.352,66,15/07/2012,08:50:40
60,12,D-Galactonic Acid _-Lactone,A3,0.488,67,15/07/2012,08:50:40
60,12,L-Arginine,A4,0.264,68,15/07/2012,08:50:40
60,12,Pyruvic Acid Methyl Ester,B1,0.082,69,15/07/2012,08:50:40
60,12,D-Xylose,B2,0.41,70,15/07/2012,08:50:40
60,12,D-Galacturonic Acid,B3,0.57,71,15/07/2012,08:50:40
60,12,L-Asparagine,B4,0.179,72,15/07/2012,08:50:40
60,12,Tween 40,C1,0.318,73,15/07/2012,08:50:40
60,12,i-Erythritol,C2,0.206,74,15/07/2012,08:50:40
60,12,2-Hydroxy Benzoic Acid,C3,0.082,75,15/07/2012,08:50:40
60,12,L-Phenylalanine,C4,0.056,76,15/07/2012,08:50:40
60,12,Tween 80,D1,0.283,77,15/07/2012,08:50:40
60,12,D-Mannitol,D2,0.061,78,15/07/2012,08:50:40
60,12,4-Hydroxy Benzoic Acid,D3,0.077,79,15/07/2012,08:50:40
60,12,L-Serine,D4,0.069,80,15/07/2012,08:50:40
60,12,_-Cyclodextrin,E1,0.286,81,15/07/2012,08:50:40
60,12,N-Acetyl-D-Glucosamine,E2,0.067,82,15/07/2012,08:50:40
60,12,_-Hydroxybutyric Acid,E3,0.075,83,15/07/2012,08:50:40
60,12,L-Threonine,E4,0.059,84,15/07/2012,08:50:40
60,12,Glycogen,F1,0.056,85,15/07/2012,08:50:40
60,12,D-Glucosaminic Acid,F2,0.233,86,15/07/2012,08:50:40
60,12,Itaconic Acid,F3,0.222,87,15/07/2012,08:50:40
60,12,Glycyl-L-Glutamic Acid,F4,0.23,88,15/07/2012,08:50:40
60,12,D-Cellobiose,G1,0.053,89,15/07/2012,08:50:40
60,12,Glucose-1-Phosphate,G2,0.225,90,15/07/2012,08:50:40
60,12,_-Ketobutyric Acid,G3,0.224,91,15/07/2012,08:50:40
60,12,Phenylethyl-amine,G4,0.284,92,15/07/2012,08:50:40
60,12,_-D-Lactose,H1,0.054,93,15/07/2012,08:50:40
60,12,D L-_-Glycerol Phosphate,H2,0.236,94,15/07/2012,08:50:40
60,12,D-Malic Acid,H3,0.331,95,15/07/2012,08:50:40
60,12,Putrescine,H4,0.294,96,15/07/2012,08:50:40
72,12,Water,A1,0.056,1,15/07/2012,20:33:21
72,12,_-Methyl-D-Glucoside,A2,0.056,2,15/07/2012,20:33:21
72,12,D-Galactonic Acid _-Lactone,A3,0.92,3,15/07/2012,20:33:21
72,12,L-Arginine,A4,0.549,4,15/07/2012,20:33:21
72,12,Pyruvic Acid Methyl Ester,B1,0.054,5,15/07/2012,20:33:21
72,12,D-Xylose,B2,0.055,6,15/07/2012,20:33:21
72,12,D-Galacturonic Acid,B3,0.919,7,15/07/2012,20:33:21
72,12,L-Asparagine,B4,0.555,8,15/07/2012,20:33:21
72,12,Tween 40,C1,0.054,9,15/07/2012,20:33:21
72,12,i-Erythritol,C2,0.057,10,15/07/2012,20:33:21
72,12,2-Hydroxy Benzoic Acid,C3,0.868,11,15/07/2012,20:33:21
72,12,L-Phenylalanine,C4,0.605,12,15/07/2012,20:33:21
72,12,Tween 80,D1,0.43,13,15/07/2012,20:33:21
72,12,D-Mannitol,D2,0.063,14,15/07/2012,20:33:21
72,12,4-Hydroxy Benzoic Acid,D3,1.033,15,15/07/2012,20:33:21
72,12,L-Serine,D4,0.769,16,15/07/2012,20:33:21
72,12,_-Cyclodextrin,E1,0.441,17,15/07/2012,20:33:21
72,12,N-Acetyl-D-Glucosamine,E2,0.071,18,15/07/2012,20:33:21
72,12,_-Hydroxybutyric Acid,E3,1.003,19,15/07/2012,20:33:21
72,12,L-Threonine,E4,1.571,20,15/07/2012,20:33:21
72,12,Glycogen,F1,0.431,21,15/07/2012,20:33:21
72,12,D-Glucosaminic Acid,F2,0.053,22,15/07/2012,20:33:21
72,12,Itaconic Acid,F3,1.272,23,15/07/2012,20:33:21
72,12,Glycyl-L-Glutamic Acid,F4,0.761,24,15/07/2012,20:33:21
72,12,D-Cellobiose,G1,0.924,25,15/07/2012,20:33:21
72,12,Glucose-1-Phosphate,G2,0.219,26,15/07/2012,20:33:21
72,12,_-Ketobutyric Acid,G3,0.049,27,15/07/2012,20:33:21
72,12,Phenylethyl-amine,G4,0.08,28,15/07/2012,20:33:21
72,12,_-D-Lactose,H1,0.912,29,15/07/2012,20:33:21
72,12,D L-_-Glycerol Phosphate,H2,0.185,30,15/07/2012,20:33:21
72,12,D-Malic Acid,H3,0.051,31,15/07/2012,20:33:21
72,12,Putrescine,H4,0.065,32,15/07/2012,20:33:21
72,12,Water,A1,0.987,33,15/07/2012,20:33:21
72,12,_-Methyl-D-Glucoside,A2,0.208,34,15/07/2012,20:33:21
72,12,D-Galactonic Acid _-Lactone,A3,0.041,35,15/07/2012,20:33:21
72,12,L-Arginine,A4,0.083,36,15/07/2012,20:33:21
72,12,Pyruvic Acid Methyl Ester,B1,0.88,37,15/07/2012,20:33:21
72,12,D-Xylose,B2,0.725,38,15/07/2012,20:33:21
72,12,D-Galacturonic Acid,B3,0.456,39,15/07/2012,20:33:21
72,12,L-Asparagine,B4,0.512,40,15/07/2012,20:33:21
72,12,Tween 40,C1,0.775,41,15/07/2012,20:33:21
72,12,i-Erythritol,C2,0.731,42,15/07/2012,20:33:21
72,12,2-Hydroxy Benzoic Acid,C3,0.483,43,15/07/2012,20:33:21
72,12,L-Phenylalanine,C4,0.544,44,15/07/2012,20:33:21
72,12,Tween 80,D1,0.795,45,15/07/2012,20:33:21
72,12,D-Mannitol,D2,0.917,46,15/07/2012,20:33:21
72,12,4-Hydroxy Benzoic Acid,D3,0.482,47,15/07/2012,20:33:21
72,12,L-Serine,D4,0.52,48,15/07/2012,20:33:21
72,12,_-Cyclodextrin,E1,0.057,49,15/07/2012,20:33:21
72,12,N-Acetyl-D-Glucosamine,E2,0.401,50,15/07/2012,20:33:21
72,12,_-Hydroxybutyric Acid,E3,0.061,51,15/07/2012,20:33:21
72,12,L-Threonine,E4,0.062,52,15/07/2012,20:33:21
72,12,Glycogen,F1,0.067,53,15/07/2012,20:33:21
72,12,D-Glucosaminic Acid,F2,0.39,54,15/07/2012,20:33:21
72,12,Itaconic Acid,F3,0.061,55,15/07/2012,20:33:21
72,12,Glycyl-L-Glutamic Acid,F4,0.06,56,15/07/2012,20:33:21
72,12,D-Cellobiose,G1,0.057,57,15/07/2012,20:33:21
72,12,Glucose-1-Phosphate,G2,0.425,58,15/07/2012,20:33:21
72,12,_-Ketobutyric Acid,G3,0.068,59,15/07/2012,20:33:21
72,12,Phenylethyl-amine,G4,0.072,60,15/07/2012,20:33:21
72,12,_-D-Lactose,H1,0.084,61,15/07/2012,20:33:21
72,12,D L-_-Glycerol Phosphate,H2,0.504,62,15/07/2012,20:33:21
72,12,D-Malic Acid,H3,0.637,63,15/07/2012,20:33:21
72,12,Putrescine,H4,0.292,64,15/07/2012,20:33:21
72,12,Water,A1,0.082,65,15/07/2012,20:33:21
72,12,_-Methyl-D-Glucoside,A2,0.532,66,15/07/2012,20:33:21
72,12,D-Galactonic Acid _-Lactone,A3,0.634,67,15/07/2012,20:33:21
72,12,L-Arginine,A4,0.346,68,15/07/2012,20:33:21
72,12,Pyruvic Acid Methyl Ester,B1,0.083,69,15/07/2012,20:33:21
72,12,D-Xylose,B2,0.506,70,15/07/2012,20:33:21
72,12,D-Galacturonic Acid,B3,0.715,71,15/07/2012,20:33:21
72,12,L-Asparagine,B4,0.3,72,15/07/2012,20:33:21
72,12,Tween 40,C1,0.422,73,15/07/2012,20:33:21
72,12,i-Erythritol,C2,0.054,74,15/07/2012,20:33:21
72,12,2-Hydroxy Benzoic Acid,C3,0.123,75,15/07/2012,20:33:21
72,12,L-Phenylalanine,C4,0.056,76,15/07/2012,20:33:21
72,12,Tween 80,D1,0.373,77,15/07/2012,20:33:21
72,12,D-Mannitol,D2,0.06,78,15/07/2012,20:33:21
72,12,4-Hydroxy Benzoic Acid,D3,0.098,79,15/07/2012,20:33:21
72,12,L-Serine,D4,0.067,80,15/07/2012,20:33:21
72,12,_-Cyclodextrin,E1,0.379,81,15/07/2012,20:33:21
72,12,N-Acetyl-D-Glucosamine,E2,0.062,82,15/07/2012,20:33:21
72,12,_-Hydroxybutyric Acid,E3,0.089,83,15/07/2012,20:33:21
72,12,L-Threonine,E4,0.06,84,15/07/2012,20:33:21
72,12,Glycogen,F1,0.056,85,15/07/2012,20:33:21
72,12,D-Glucosaminic Acid,F2,0.224,86,15/07/2012,20:33:21
72,12,Itaconic Acid,F3,0.456,87,15/07/2012,20:33:21
72,12,Glycyl-L-Glutamic Acid,F4,0.399,88,15/07/2012,20:33:21
72,12,D-Cellobiose,G1,0.055,89,15/07/2012,20:33:21
72,12,Glucose-1-Phosphate,G2,0.22,90,15/07/2012,20:33:21
72,12,_-Ketobutyric Acid,G3,0.475,91,15/07/2012,20:33:21
72,12,Phenylethyl-amine,G4,0.406,92,15/07/2012,20:33:21
72,12,_-D-Lactose,H1,0.054,93,15/07/2012,20:33:21
72,12,D L-_-Glycerol Phosphate,H2,0.237,94,15/07/2012,20:33:21
72,12,D-Malic Acid,H3,0.609,95,15/07/2012,20:33:21
72,12,Putrescine,H4,0.485,96,15/07/2012,20:33:21
84,12,Water,A1,0.058,1,16/07/2012,10:08:02
84,12,_-Methyl-D-Glucoside,A2,0.057,2,16/07/2012,10:08:02
84,12,D-Galactonic Acid _-Lactone,A3,0.841,3,16/07/2012,10:08:02
84,12,L-Arginine,A4,0.688,4,16/07/2012,10:08:02
84,12,Pyruvic Acid Methyl Ester,B1,0.055,5,16/07/2012,10:08:02
84,12,D-Xylose,B2,0.057,6,16/07/2012,10:08:02
84,12,D-Galacturonic Acid,B3,0.802,7,16/07/2012,10:08:02
84,12,L-Asparagine,B4,0.709,8,16/07/2012,10:08:02
84,12,Tween 40,C1,0.056,9,16/07/2012,10:08:02
84,12,i-Erythritol,C2,0.058,10,16/07/2012,10:08:02
84,12,2-Hydroxy Benzoic Acid,C3,0.798,11,16/07/2012,10:08:02
84,12,L-Phenylalanine,C4,0.804,12,16/07/2012,10:08:02
84,12,Tween 80,D1,0.532,13,16/07/2012,10:08:02
84,12,D-Mannitol,D2,0.063,14,16/07/2012,10:08:02
84,12,4-Hydroxy Benzoic Acid,D3,1.278,15,16/07/2012,10:08:02
84,12,L-Serine,D4,0.983,16,16/07/2012,10:08:02
84,12,_-Cyclodextrin,E1,0.543,17,16/07/2012,10:08:02
84,12,N-Acetyl-D-Glucosamine,E2,0.07,18,16/07/2012,10:08:02
84,12,_-Hydroxybutyric Acid,E3,1.264,19,16/07/2012,10:08:02
84,12,L-Threonine,E4,1.989,20,16/07/2012,10:08:02
84,12,Glycogen,F1,0.513,21,16/07/2012,10:08:02
84,12,D-Glucosaminic Acid,F2,0.053,22,16/07/2012,10:08:02
84,12,Itaconic Acid,F3,1.577,23,16/07/2012,10:08:02
84,12,Glycyl-L-Glutamic Acid,F4,1.049,24,16/07/2012,10:08:02
84,12,D-Cellobiose,G1,1.167,25,16/07/2012,10:08:02
84,12,Glucose-1-Phosphate,G2,0.28,26,16/07/2012,10:08:02
84,12,_-Ketobutyric Acid,G3,0.048,27,16/07/2012,10:08:02
84,12,Phenylethyl-amine,G4,0.095,28,16/07/2012,10:08:02
84,12,_-D-Lactose,H1,1.197,29,16/07/2012,10:08:02
84,12,D L-_-Glycerol Phosphate,H2,0.261,30,16/07/2012,10:08:02
84,12,D-Malic Acid,H3,0.048,31,16/07/2012,10:08:02
84,12,Putrescine,H4,0.066,32,16/07/2012,10:08:02
84,12,Water,A1,1.3,33,16/07/2012,10:08:02
84,12,_-Methyl-D-Glucoside,A2,0.288,34,16/07/2012,10:08:02
84,12,D-Galactonic Acid _-Lactone,A3,0.041,35,16/07/2012,10:08:02
84,12,L-Arginine,A4,0.12,36,16/07/2012,10:08:02
84,12,Pyruvic Acid Methyl Ester,B1,1.111,37,16/07/2012,10:08:02
84,12,D-Xylose,B2,0.912,38,16/07/2012,10:08:02
84,12,D-Galacturonic Acid,B3,0.566,39,16/07/2012,10:08:02
84,12,L-Asparagine,B4,0.592,40,16/07/2012,10:08:02
84,12,Tween 40,C1,0.957,41,16/07/2012,10:08:02
84,12,i-Erythritol,C2,0.928,42,16/07/2012,10:08:02
84,12,2-Hydroxy Benzoic Acid,C3,0.577,43,16/07/2012,10:08:02
84,12,L-Phenylalanine,C4,0.596,44,16/07/2012,10:08:02
84,12,Tween 80,D1,0.978,45,16/07/2012,10:08:02
84,12,D-Mannitol,D2,1.286,46,16/07/2012,10:08:02
84,12,4-Hydroxy Benzoic Acid,D3,0.599,47,16/07/2012,10:08:02
84,12,L-Serine,D4,0.552,48,16/07/2012,10:08:02
84,12,_-Cyclodextrin,E1,0.058,49,16/07/2012,10:08:02
84,12,N-Acetyl-D-Glucosamine,E2,0.451,50,16/07/2012,10:08:02
84,12,_-Hydroxybutyric Acid,E3,0.064,51,16/07/2012,10:08:02
84,12,L-Threonine,E4,0.064,52,16/07/2012,10:08:02
84,12,Glycogen,F1,0.057,53,16/07/2012,10:08:02
84,12,D-Glucosaminic Acid,F2,0.446,54,16/07/2012,10:08:02
84,12,Itaconic Acid,F3,0.064,55,16/07/2012,10:08:02
84,12,Glycyl-L-Glutamic Acid,F4,0.062,56,16/07/2012,10:08:02
84,12,D-Cellobiose,G1,0.056,57,16/07/2012,10:08:02
84,12,Glucose-1-Phosphate,G2,0.482,58,16/07/2012,10:08:02
84,12,_-Ketobutyric Acid,G3,0.074,59,16/07/2012,10:08:02
84,12,Phenylethyl-amine,G4,0.082,60,16/07/2012,10:08:02
84,12,_-D-Lactose,H1,0.086,61,16/07/2012,10:08:02
84,12,D L-_-Glycerol Phosphate,H2,0.668,62,16/07/2012,10:08:02
84,12,D-Malic Acid,H3,0.759,63,16/07/2012,10:08:02
84,12,Putrescine,H4,0.359,64,16/07/2012,10:08:02
84,12,Water,A1,0.084,65,16/07/2012,10:08:02
84,12,_-Methyl-D-Glucoside,A2,0.62,66,16/07/2012,10:08:02
84,12,D-Galactonic Acid _-Lactone,A3,0.663,67,16/07/2012,10:08:02
84,12,L-Arginine,A4,0.403,68,16/07/2012,10:08:02
84,12,Pyruvic Acid Methyl Ester,B1,0.083,69,16/07/2012,10:08:02
84,12,D-Xylose,B2,0.551,70,16/07/2012,10:08:02
84,12,D-Galacturonic Acid,B3,0.86,71,16/07/2012,10:08:02
84,12,L-Asparagine,B4,0.38,72,16/07/2012,10:08:02
84,12,Tween 40,C1,0.519,73,16/07/2012,10:08:02
84,12,i-Erythritol,C2,0.056,74,16/07/2012,10:08:02
84,12,2-Hydroxy Benzoic Acid,C3,0.185,75,16/07/2012,10:08:02
84,12,L-Phenylalanine,C4,0.054,76,16/07/2012,10:08:02
84,12,Tween 80,D1,0.452,77,16/07/2012,10:08:02
84,12,D-Mannitol,D2,0.062,78,16/07/2012,10:08:02
84,12,4-Hydroxy Benzoic Acid,D3,0.128,79,16/07/2012,10:08:02
84,12,L-Serine,D4,0.064,80,16/07/2012,10:08:02
84,12,_-Cyclodextrin,E1,0.462,81,16/07/2012,10:08:02
84,12,N-Acetyl-D-Glucosamine,E2,0.065,82,16/07/2012,10:08:02
84,12,_-Hydroxybutyric Acid,E3,0.103,83,16/07/2012,10:08:02
84,12,L-Threonine,E4,0.067,84,16/07/2012,10:08:02
84,12,Glycogen,F1,0.058,85,16/07/2012,10:08:02
84,12,D-Glucosaminic Acid,F2,0.203,86,16/07/2012,10:08:02
84,12,Itaconic Acid,F3,0.625,87,16/07/2012,10:08:02
84,12,Glycyl-L-Glutamic Acid,F4,0.531,88,16/07/2012,10:08:02
84,12,D-Cellobiose,G1,0.076,89,16/07/2012,10:08:02
84,12,Glucose-1-Phosphate,G2,0.197,90,16/07/2012,10:08:02
84,12,_-Ketobutyric Acid,G3,0.709,91,16/07/2012,10:08:02
84,12,Phenylethyl-amine,G4,0.532,92,16/07/2012,10:08:02
84,12,_-D-Lactose,H1,0.056,93,16/07/2012,10:08:02
84,12,D L-_-Glycerol Phosphate,H2,0.209,94,16/07/2012,10:08:02
84,12,D-Malic Acid,H3,0.885,95,16/07/2012,10:08:02
84,12,Putrescine,H4,0.653,96,16/07/2012,10:08:02
96,12,Water,A1,0.056,1,16/07/2012,22:13:57
96,12,_-Methyl-D-Glucoside,A2,0.058,2,16/07/2012,22:13:57
96,12,D-Galactonic Acid _-Lactone,A3,0.793,3,16/07/2012,22:13:57
96,12,L-Arginine,A4,0.858,4,16/07/2012,22:13:57
96,12,Pyruvic Acid Methyl Ester,B1,0.056,5,16/07/2012,22:13:57
96,12,D-Xylose,B2,0.057,6,16/07/2012,22:13:57
96,12,D-Galacturonic Acid,B3,0.736,7,16/07/2012,22:13:57
96,12,L-Asparagine,B4,0.853,8,16/07/2012,22:13:57
96,12,Tween 40,C1,0.056,9,16/07/2012,22:13:57
96,12,i-Erythritol,C2,0.058,10,16/07/2012,22:13:57
96,12,2-Hydroxy Benzoic Acid,C3,0.728,11,16/07/2012,22:13:57
96,12,L-Phenylalanine,C4,0.803,12,16/07/2012,22:13:57
96,12,Tween 80,D1,0.574,13,16/07/2012,22:13:57
96,12,D-Mannitol,D2,0.063,14,16/07/2012,22:13:57
96,12,4-Hydroxy Benzoic Acid,D3,1.592,15,16/07/2012,22:13:57
96,12,L-Serine,D4,1.128,16,16/07/2012,22:13:57
96,12,_-Cyclodextrin,E1,0.595,17,16/07/2012,22:13:57
96,12,N-Acetyl-D-Glucosamine,E2,0.069,18,16/07/2012,22:13:57
96,12,_-Hydroxybutyric Acid,E3,1.48,19,16/07/2012,22:13:57
96,12,L-Threonine,E4,2.157,20,16/07/2012,22:13:57
96,12,Glycogen,F1,0.578,21,16/07/2012,22:13:57
96,12,D-Glucosaminic Acid,F2,0.054,22,16/07/2012,22:13:57
96,12,Itaconic Acid,F3,1.516,23,16/07/2012,22:13:57
96,12,Glycyl-L-Glutamic Acid,F4,1.226,24,16/07/2012,22:13:57
96,12,D-Cellobiose,G1,1.288,25,16/07/2012,22:13:57
96,12,Glucose-1-Phosphate,G2,0.35,26,16/07/2012,22:13:57
96,12,_-Ketobutyric Acid,G3,0.047,27,16/07/2012,22:13:57
96,12,Phenylethyl-amine,G4,0.138,28,16/07/2012,22:13:57
96,12,_-D-Lactose,H1,1.345,29,16/07/2012,22:13:57
96,12,D L-_-Glycerol Phosphate,H2,0.331,30,16/07/2012,22:13:57
96,12,D-Malic Acid,H3,0.046,31,16/07/2012,22:13:57
96,12,Putrescine,H4,0.07,32,16/07/2012,22:13:57
96,12,Water,A1,1.475,33,16/07/2012,22:13:57
96,12,_-Methyl-D-Glucoside,A2,0.347,34,16/07/2012,22:13:57
96,12,D-Galactonic Acid _-Lactone,A3,0.042,35,16/07/2012,22:13:57
96,12,L-Arginine,A4,0.135,36,16/07/2012,22:13:57
96,12,Pyruvic Acid Methyl Ester,B1,1.322,37,16/07/2012,22:13:57
96,12,D-Xylose,B2,1.075,38,16/07/2012,22:13:57
96,12,D-Galacturonic Acid,B3,0.635,39,16/07/2012,22:13:57
96,12,L-Asparagine,B4,0.632,40,16/07/2012,22:13:57
96,12,Tween 40,C1,1.168,41,16/07/2012,22:13:57
96,12,i-Erythritol,C2,1.078,42,16/07/2012,22:13:57
96,12,2-Hydroxy Benzoic Acid,C3,0.642,43,16/07/2012,22:13:57
96,12,L-Phenylalanine,C4,0.635,44,16/07/2012,22:13:57
96,12,Tween 80,D1,1.169,45,16/07/2012,22:13:57
96,12,D-Mannitol,D2,1.662,46,16/07/2012,22:13:57
96,12,4-Hydroxy Benzoic Acid,D3,0.649,47,16/07/2012,22:13:57
96,12,L-Serine,D4,0.622,48,16/07/2012,22:13:57
96,12,_-Cyclodextrin,E1,0.059,49,16/07/2012,22:13:57
96,12,N-Acetyl-D-Glucosamine,E2,0.498,50,16/07/2012,22:13:57
96,12,_-Hydroxybutyric Acid,E3,0.068,51,16/07/2012,22:13:57
96,12,L-Threonine,E4,0.067,52,16/07/2012,22:13:57
96,12,Glycogen,F1,0.058,53,16/07/2012,22:13:57
96,12,D-Glucosaminic Acid,F2,0.495,54,16/07/2012,22:13:57
96,12,Itaconic Acid,F3,0.069,55,16/07/2012,22:13:57
96,12,Glycyl-L-Glutamic Acid,F4,0.064,56,16/07/2012,22:13:57
96,12,D-Cellobiose,G1,0.057,57,16/07/2012,22:13:57
96,12,Glucose-1-Phosphate,G2,0.506,58,16/07/2012,22:13:57
96,12,_-Ketobutyric Acid,G3,0.078,59,16/07/2012,22:13:57
96,12,Phenylethyl-amine,G4,0.08,60,16/07/2012,22:13:57
96,12,_-D-Lactose,H1,0.088,61,16/07/2012,22:13:57
96,12,D L-_-Glycerol Phosphate,H2,0.721,62,16/07/2012,22:13:57
96,12,D-Malic Acid,H3,0.826,63,16/07/2012,22:13:57
96,12,Putrescine,H4,0.419,64,16/07/2012,22:13:57
96,12,Water,A1,0.084,65,16/07/2012,22:13:57
96,12,_-Methyl-D-Glucoside,A2,0.684,66,16/07/2012,22:13:57
96,12,D-Galactonic Acid _-Lactone,A3,0.777,67,16/07/2012,22:13:57
96,12,L-Arginine,A4,0.497,68,16/07/2012,22:13:57
96,12,Pyruvic Acid Methyl Ester,B1,0.084,69,16/07/2012,22:13:57
96,12,D-Xylose,B2,0.553,70,16/07/2012,22:13:57
96,12,D-Galacturonic Acid,B3,0.914,71,16/07/2012,22:13:57
96,12,L-Asparagine,B4,0.438,72,16/07/2012,22:13:57
96,12,Tween 40,C1,0.605,73,16/07/2012,22:13:57
96,12,i-Erythritol,C2,0.06,74,16/07/2012,22:13:57
96,12,2-Hydroxy Benzoic Acid,C3,0.27,75,16/07/2012,22:13:57
96,12,L-Phenylalanine,C4,0.055,76,16/07/2012,22:13:57
96,12,Tween 80,D1,0.562,77,16/07/2012,22:13:57
96,12,D-Mannitol,D2,0.066,78,16/07/2012,22:13:57
96,12,4-Hydroxy Benzoic Acid,D3,0.227,79,16/07/2012,22:13:57
96,12,L-Serine,D4,0.063,80,16/07/2012,22:13:57
96,12,_-Cyclodextrin,E1,0.561,81,16/07/2012,22:13:57
96,12,N-Acetyl-D-Glucosamine,E2,0.07,82,16/07/2012,22:13:57
96,12,_-Hydroxybutyric Acid,E3,0.107,83,16/07/2012,22:13:57
96,12,L-Threonine,E4,0.068,84,16/07/2012,22:13:57
96,12,Glycogen,F1,0.058,85,16/07/2012,22:13:57
96,12,D-Glucosaminic Acid,F2,0.195,86,16/07/2012,22:13:57
96,12,Itaconic Acid,F3,0.82,87,16/07/2012,22:13:57
96,12,Glycyl-L-Glutamic Acid,F4,0.616,88,16/07/2012,22:13:57
96,12,D-Cellobiose,G1,0.445,89,16/07/2012,22:13:57
96,12,Glucose-1-Phosphate,G2,0.19,90,16/07/2012,22:13:57
96,12,_-Ketobutyric Acid,G3,0.883,91,16/07/2012,22:13:57
96,12,Phenylethyl-amine,G4,0.604,92,16/07/2012,22:13:57
96,12,_-D-Lactose,H1,0.056,93,16/07/2012,22:13:57
96,12,D L-_-Glycerol Phosphate,H2,0.2,94,16/07/2012,22:13:57
96,12,D-Malic Acid,H3,1.094,95,16/07/2012,22:13:57
96,12,Putrescine,H4,0.694,96,16/07/2012,22:13:57
0,13,Water,A1,0.039,1,12/07/2012,18:18:38
0,13,_-Methyl-D-Glucoside,A2,0.096,2,12/07/2012,18:18:38
0,13,D-Galactonic Acid _-Lactone,A3,0.038,3,12/07/2012,18:18:38
0,13,L-Arginine,A4,0.038,4,12/07/2012,18:18:38
0,13,Pyruvic Acid Methyl Ester,B1,0.039,5,12/07/2012,18:18:38
0,13,D-Xylose,B2,0.039,6,12/07/2012,18:18:38
0,13,D-Galacturonic Acid,B3,0.039,7,12/07/2012,18:18:38
0,13,L-Asparagine,B4,0.081,8,12/07/2012,18:18:38
0,13,Tween 40,C1,0.039,9,12/07/2012,18:18:38
0,13,i-Erythritol,C2,0.042,10,12/07/2012,18:18:38
0,13,2-Hydroxy Benzoic Acid,C3,0.04,11,12/07/2012,18:18:38
0,13,L-Phenylalanine,C4,0.04,12,12/07/2012,18:18:38
0,13,Tween 80,D1,0.04,13,12/07/2012,18:18:38
0,13,D-Mannitol,D2,0.063,14,12/07/2012,18:18:38
0,13,4-Hydroxy Benzoic Acid,D3,0.039,15,12/07/2012,18:18:38
0,13,L-Serine,D4,0.04,16,12/07/2012,18:18:38
0,13,_-Cyclodextrin,E1,0.041,17,12/07/2012,18:18:38
0,13,N-Acetyl-D-Glucosamine,E2,0.06,18,12/07/2012,18:18:38
0,13,_-Hydroxybutyric Acid,E3,0.039,19,12/07/2012,18:18:38
0,13,L-Threonine,E4,0.039,20,12/07/2012,18:18:38
