EcologExpTime,PlateCode,C -Source,Well,OD700,WellNr,Date,Time
40,3,D-Xylose,B2,0.048,6,16/06/2012,16:02:32
40,3,D-Galacturonic Acid,B3,0.044,7,16/06/2012,16:02:32
40,3,L-Asparagine,B4,0.066,8,16/06/2012,16:02:32
40,3,Tween 40,C1,0.046,9,16/06/2012,16:02:32
40,3,i-Erythritol,C2,0.05,10,16/06/2012,16:02:32
40,3,2-Hydroxy Benzoic Acid,C3,0.045,11,16/06/2012,16:02:32
40,3,L-Phenylalanine,C4,0.048,12,16/06/2012,16:02:32
40,3,Tween 80,D1,0.063,13,16/06/2012,16:02:32
40,3,D-Mannitol,D2,0.053,14,16/06/2012,16:02:32
40,3,4-Hydroxy Benzoic Acid,D3,0.136,15,16/06/2012,16:02:32
40,3,L-Serine,D4,0.045,16,16/06/2012,16:02:32
40,3,_-Cyclodextrin,E1,0.058,17,16/06/2012,16:02:32
40,3,N-Acetyl-D-Glucosamine,E2,0.055,18,16/06/2012,16:02:32
40,3,_-Hydroxybutyric Acid,E3,0.118,19,16/06/2012,16:02:32
40,3,L-Threonine,E4,0.049,20,16/06/2012,16:02:32
40,3,Glycogen,F1,0.058,21,16/06/2012,16:02:32
40,3,D-Glucosaminic Acid,F2,0.052,22,16/06/2012,16:02:32
40,3,Itaconic Acid,F3,0.146,23,16/06/2012,16:02:32
40,3,Glycyl-L-Glutamic Acid,F4,0.05,24,16/06/2012,16:02:32
40,3,D-Cellobiose,G1,0.076,25,16/06/2012,16:02:32
40,3,Glucose-1-Phosphate,G2,0.076,26,16/06/2012,16:02:32
40,3,_-Ketobutyric Acid,G3,0.049,27,16/06/2012,16:02:32
40,3,Phenylethyl-amine,G4,0.043,28,16/06/2012,16:02:32
40,3,_-D-Lactose,H1,0.16,29,16/06/2012,16:02:32
40,3,D L-_-Glycerol Phosphate,H2,0.046,30,16/06/2012,16:02:32
40,3,D-Malic Acid,H3,0.04,31,16/06/2012,16:02:32
40,3,Putrescine,H4,0.048,32,16/06/2012,16:02:32
40,3,Water,A1,0.072,33,16/06/2012,16:02:32
40,3,_-Methyl-D-Glucoside,A2,0.048,34,16/06/2012,16:02:32
40,3,D-Galactonic Acid _-Lactone,A3,0.041,35,16/06/2012,16:02:32
40,3,L-Arginine,A4,0.091,36,16/06/2012,16:02:32
40,3,Pyruvic Acid Methyl Ester,B1,0.129,37,16/06/2012,16:02:32
40,3,D-Xylose,B2,0.047,38,16/06/2012,16:02:32
40,3,D-Galacturonic Acid,B3,0.044,39,16/06/2012,16:02:32
40,3,L-Asparagine,B4,0.041,40,16/06/2012,16:02:32
40,3,Tween 40,C1,0.087,41,16/06/2012,16:02:32
40,3,i-Erythritol,C2,0.047,42,16/06/2012,16:02:32
40,3,2-Hydroxy Benzoic Acid,C3,0.044,43,16/06/2012,16:02:32
40,3,L-Phenylalanine,C4,0.041,44,16/06/2012,16:02:32
40,3,Tween 80,D1,0.106,45,16/06/2012,16:02:32
40,3,D-Mannitol,D2,0.05,46,16/06/2012,16:02:32
40,3,4-Hydroxy Benzoic Acid,D3,0.053,47,16/06/2012,16:02:32
40,3,L-Serine,D4,0.045,48,16/06/2012,16:02:32
40,3,_-Cyclodextrin,E1,0.044,49,16/06/2012,16:02:32
40,3,N-Acetyl-D-Glucosamine,E2,0.046,50,16/06/2012,16:02:32
40,3,_-Hydroxybutyric Acid,E3,0.049,51,16/06/2012,16:02:32
40,3,L-Threonine,E4,0.043,52,16/06/2012,16:02:32
40,3,Glycogen,F1,0.043,53,16/06/2012,16:02:32
40,3,D-Glucosaminic Acid,F2,0.045,54,16/06/2012,16:02:32
40,3,Itaconic Acid,F3,0.047,55,16/06/2012,16:02:32
40,3,Glycyl-L-Glutamic Acid,F4,0.044,56,16/06/2012,16:02:32
40,3,D-Cellobiose,G1,0.044,57,16/06/2012,16:02:32
40,3,Glucose-1-Phosphate,G2,0.069,58,16/06/2012,16:02:32
40,3,_-Ketobutyric Acid,G3,0.053,59,16/06/2012,16:02:32
40,3,Phenylethyl-amine,G4,0.063,60,16/06/2012,16:02:32
40,3,_-D-Lactose,H1,0.06,61,16/06/2012,16:02:32
40,3,D L-_-Glycerol Phosphate,H2,0.042,62,16/06/2012,16:02:32
40,3,D-Malic Acid,H3,0.044,63,16/06/2012,16:02:32
40,3,Putrescine,H4,0.052,64,16/06/2012,16:02:32
40,3,Water,A1,0.058,65,16/06/2012,16:02:32
40,3,_-Methyl-D-Glucoside,A2,0.041,66,16/06/2012,16:02:32
40,3,D-Galactonic Acid _-Lactone,A3,0.043,67,16/06/2012,16:02:32
40,3,L-Arginine,A4,0.056,68,16/06/2012,16:02:32
40,3,Pyruvic Acid Methyl Ester,B1,0.062,69,16/06/2012,16:02:32
40,3,D-Xylose,B2,0.064,70,16/06/2012,16:02:32
40,3,D-Galacturonic Acid,B3,0.047,71,16/06/2012,16:02:32
40,3,L-Asparagine,B4,0.05,72,16/06/2012,16:02:32
40,3,Tween 40,C1,0.056,73,16/06/2012,16:02:32
40,3,i-Erythritol,C2,0.045,74,16/06/2012,16:02:32
40,3,2-Hydroxy Benzoic Acid,C3,0.042,75,16/06/2012,16:02:32
40,3,L-Phenylalanine,C4,0.04,76,16/06/2012,16:02:32
40,3,Tween 80,D1,0.058,77,16/06/2012,16:02:32
40,3,D-Mannitol,D2,0.043,78,16/06/2012,16:02:32
40,3,4-Hydroxy Benzoic Acid,D3,0.043,79,16/06/2012,16:02:32
40,3,L-Serine,D4,0.055,80,16/06/2012,16:02:32
40,3,_-Cyclodextrin,E1,0.061,81,16/06/2012,16:02:32
40,3,N-Acetyl-D-Glucosamine,E2,0.092,82,16/06/2012,16:02:32
40,3,_-Hydroxybutyric Acid,E3,0.045,83,16/06/2012,16:02:32
40,3,L-Threonine,E4,0.044,84,16/06/2012,16:02:32
40,3,Glycogen,F1,0.095,85,16/06/2012,16:02:32
40,3,D-Glucosaminic Acid,F2,0.048,86,16/06/2012,16:02:32
40,3,Itaconic Acid,F3,0.052,87,16/06/2012,16:02:32
40,3,Glycyl-L-Glutamic Acid,F4,0.046,88,16/06/2012,16:02:32
40,3,D-Cellobiose,G1,0.112,89,16/06/2012,16:02:32
40,3,Glucose-1-Phosphate,G2,0.046,90,16/06/2012,16:02:32
40,3,_-Ketobutyric Acid,G3,0.05,91,16/06/2012,16:02:32
40,3,Phenylethyl-amine,G4,0.081,92,16/06/2012,16:02:32
40,3,_-D-Lactose,H1,0.115,93,16/06/2012,16:02:32
40,3,D L-_-Glycerol Phosphate,H2,0.089,94,16/06/2012,16:02:32
40,3,D-Malic Acid,H3,0.053,95,16/06/2012,16:02:32
40,3,Putrescine,H4,0.051,96,16/06/2012,16:02:32
46,3,Water,A1,0.048,1,16/06/2012,22:36:21
46,3,_-Methyl-D-Glucoside,A2,0.049,2,16/06/2012,22:36:21
46,3,D-Galactonic Acid _-Lactone,A3,0.047,3,16/06/2012,22:36:21
46,3,L-Arginine,A4,0.044,4,16/06/2012,22:36:21
46,3,Pyruvic Acid Methyl Ester,B1,0.05,5,16/06/2012,22:36:21
46,3,D-Xylose,B2,0.05,6,16/06/2012,22:36:21
46,3,D-Galacturonic Acid,B3,0.044,7,16/06/2012,22:36:21
46,3,L-Asparagine,B4,0.067,8,16/06/2012,22:36:21
46,3,Tween 40,C1,0.048,9,16/06/2012,22:36:21
46,3,i-Erythritol,C2,0.052,10,16/06/2012,22:36:21
46,3,2-Hydroxy Benzoic Acid,C3,0.047,11,16/06/2012,22:36:21
46,3,L-Phenylalanine,C4,0.05,12,16/06/2012,22:36:21
46,3,Tween 80,D1,0.096,13,16/06/2012,22:36:21
46,3,D-Mannitol,D2,0.053,14,16/06/2012,22:36:21
46,3,4-Hydroxy Benzoic Acid,D3,0.185,15,16/06/2012,22:36:21
46,3,L-Serine,D4,0.047,16,16/06/2012,22:36:21
46,3,_-Cyclodextrin,E1,0.079,17,16/06/2012,22:36:21
46,3,N-Acetyl-D-Glucosamine,E2,0.055,18,16/06/2012,22:36:21
46,3,_-Hydroxybutyric Acid,E3,0.154,19,16/06/2012,22:36:21
46,3,L-Threonine,E4,0.052,20,16/06/2012,22:36:21
46,3,Glycogen,F1,0.08,21,16/06/2012,22:36:21
46,3,D-Glucosaminic Acid,F2,0.052,22,16/06/2012,22:36:21
46,3,Itaconic Acid,F3,0.186,23,16/06/2012,22:36:21
46,3,Glycyl-L-Glutamic Acid,F4,0.054,24,16/06/2012,22:36:21
46,3,D-Cellobiose,G1,0.106,25,16/06/2012,22:36:21
46,3,Glucose-1-Phosphate,G2,0.074,26,16/06/2012,22:36:21
46,3,_-Ketobutyric Acid,G3,0.048,27,16/06/2012,22:36:21
46,3,Phenylethyl-amine,G4,0.044,28,16/06/2012,22:36:21
46,3,_-D-Lactose,H1,0.145,29,16/06/2012,22:36:21
46,3,D L-_-Glycerol Phosphate,H2,0.048,30,16/06/2012,22:36:21
46,3,D-Malic Acid,H3,0.041,31,16/06/2012,22:36:21
46,3,Putrescine,H4,0.05,32,16/06/2012,22:36:21
46,3,Water,A1,0.087,33,16/06/2012,22:36:21
46,3,_-Methyl-D-Glucoside,A2,0.049,34,16/06/2012,22:36:21
46,3,D-Galactonic Acid _-Lactone,A3,0.042,35,16/06/2012,22:36:21
46,3,L-Arginine,A4,0.093,36,16/06/2012,22:36:21
46,3,Pyruvic Acid Methyl Ester,B1,0.166,37,16/06/2012,22:36:21
46,3,D-Xylose,B2,0.048,38,16/06/2012,22:36:21
46,3,D-Galacturonic Acid,B3,0.044,39,16/06/2012,22:36:21
46,3,L-Asparagine,B4,0.041,40,16/06/2012,22:36:21
46,3,Tween 40,C1,0.101,41,16/06/2012,22:36:21
46,3,i-Erythritol,C2,0.048,42,16/06/2012,22:36:21
46,3,2-Hydroxy Benzoic Acid,C3,0.045,43,16/06/2012,22:36:21
46,3,L-Phenylalanine,C4,0.041,44,16/06/2012,22:36:21
46,3,Tween 80,D1,0.132,45,16/06/2012,22:36:21
46,3,D-Mannitol,D2,0.051,46,16/06/2012,22:36:21
46,3,4-Hydroxy Benzoic Acid,D3,0.052,47,16/06/2012,22:36:21
46,3,L-Serine,D4,0.046,48,16/06/2012,22:36:21
46,3,_-Cyclodextrin,E1,0.044,49,16/06/2012,22:36:21
46,3,N-Acetyl-D-Glucosamine,E2,0.047,50,16/06/2012,22:36:21
46,3,_-Hydroxybutyric Acid,E3,0.051,51,16/06/2012,22:36:21
46,3,L-Threonine,E4,0.045,52,16/06/2012,22:36:21
46,3,Glycogen,F1,0.044,53,16/06/2012,22:36:21
46,3,D-Glucosaminic Acid,F2,0.046,54,16/06/2012,22:36:21
46,3,Itaconic Acid,F3,0.047,55,16/06/2012,22:36:21
46,3,Glycyl-L-Glutamic Acid,F4,0.046,56,16/06/2012,22:36:21
46,3,D-Cellobiose,G1,0.044,57,16/06/2012,22:36:21
46,3,Glucose-1-Phosphate,G2,0.073,58,16/06/2012,22:36:21
46,3,_-Ketobutyric Acid,G3,0.053,59,16/06/2012,22:36:21
46,3,Phenylethyl-amine,G4,0.063,60,16/06/2012,22:36:21
46,3,_-D-Lactose,H1,0.063,61,16/06/2012,22:36:21
46,3,D L-_-Glycerol Phosphate,H2,0.043,62,16/06/2012,22:36:21
46,3,D-Malic Acid,H3,0.045,63,16/06/2012,22:36:21
46,3,Putrescine,H4,0.067,64,16/06/2012,22:36:21
46,3,Water,A1,0.06,65,16/06/2012,22:36:21
46,3,_-Methyl-D-Glucoside,A2,0.042,66,16/06/2012,22:36:21
46,3,D-Galactonic Acid _-Lactone,A3,0.044,67,16/06/2012,22:36:21
46,3,L-Arginine,A4,0.076,68,16/06/2012,22:36:21
46,3,Pyruvic Acid Methyl Ester,B1,0.065,69,16/06/2012,22:36:21
46,3,D-Xylose,B2,0.064,70,16/06/2012,22:36:21
46,3,D-Galacturonic Acid,B3,0.048,71,16/06/2012,22:36:21
46,3,L-Asparagine,B4,0.057,72,16/06/2012,22:36:21
46,3,Tween 40,C1,0.069,73,16/06/2012,22:36:21
46,3,i-Erythritol,C2,0.046,74,16/06/2012,22:36:21
46,3,2-Hydroxy Benzoic Acid,C3,0.043,75,16/06/2012,22:36:21
46,3,L-Phenylalanine,C4,0.041,76,16/06/2012,22:36:21
46,3,Tween 80,D1,0.081,77,16/06/2012,22:36:21
46,3,D-Mannitol,D2,0.044,78,16/06/2012,22:36:21
46,3,4-Hydroxy Benzoic Acid,D3,0.043,79,16/06/2012,22:36:21
46,3,L-Serine,D4,0.054,80,16/06/2012,22:36:21
46,3,_-Cyclodextrin,E1,0.083,81,16/06/2012,22:36:21
46,3,N-Acetyl-D-Glucosamine,E2,0.095,82,16/06/2012,22:36:21
46,3,_-Hydroxybutyric Acid,E3,0.046,83,16/06/2012,22:36:21
46,3,L-Threonine,E4,0.044,84,16/06/2012,22:36:21
46,3,Glycogen,F1,0.203,85,16/06/2012,22:36:21
46,3,D-Glucosaminic Acid,F2,0.05,86,16/06/2012,22:36:21
46,3,Itaconic Acid,F3,0.066,87,16/06/2012,22:36:21
46,3,Glycyl-L-Glutamic Acid,F4,0.047,88,16/06/2012,22:36:21
46,3,D-Cellobiose,G1,0.159,89,16/06/2012,22:36:21
46,3,Glucose-1-Phosphate,G2,0.047,90,16/06/2012,22:36:21
46,3,_-Ketobutyric Acid,G3,0.06,91,16/06/2012,22:36:21
46,3,Phenylethyl-amine,G4,0.078,92,16/06/2012,22:36:21
46,3,_-D-Lactose,H1,0.159,93,16/06/2012,22:36:21
46,3,D L-_-Glycerol Phosphate,H2,0.081,94,16/06/2012,22:36:21
46,3,D-Malic Acid,H3,0.064,95,16/06/2012,22:36:21
46,3,Putrescine,H4,0.053,96,16/06/2012,22:36:21
60,3,Water,A1,0.05,1,17/06/2012,11:06:42
60,3,_-Methyl-D-Glucoside,A2,0.052,2,17/06/2012,11:06:42
60,3,D-Galactonic Acid _-Lactone,A3,0.049,3,17/06/2012,11:06:42
60,3,L-Arginine,A4,0.045,4,17/06/2012,11:06:42
60,3,Pyruvic Acid Methyl Ester,B1,0.052,5,17/06/2012,11:06:42
60,3,D-Xylose,B2,0.051,6,17/06/2012,11:06:42
60,3,D-Galacturonic Acid,B3,0.045,7,17/06/2012,11:06:42
60,3,L-Asparagine,B4,0.067,8,17/06/2012,11:06:42
60,3,Tween 40,C1,0.049,9,17/06/2012,11:06:42
60,3,i-Erythritol,C2,0.054,10,17/06/2012,11:06:42
60,3,2-Hydroxy Benzoic Acid,C3,0.049,11,17/06/2012,11:06:42
60,3,L-Phenylalanine,C4,0.053,12,17/06/2012,11:06:42
60,3,Tween 80,D1,0.158,13,17/06/2012,11:06:42
60,3,D-Mannitol,D2,0.052,14,17/06/2012,11:06:42
60,3,4-Hydroxy Benzoic Acid,D3,0.222,15,17/06/2012,11:06:42
60,3,L-Serine,D4,0.052,16,17/06/2012,11:06:42
60,3,_-Cyclodextrin,E1,0.115,17,17/06/2012,11:06:42
60,3,N-Acetyl-D-Glucosamine,E2,0.054,18,17/06/2012,11:06:42
60,3,_-Hydroxybutyric Acid,E3,0.201,19,17/06/2012,11:06:42
60,3,L-Threonine,E4,0.059,20,17/06/2012,11:06:42
60,3,Glycogen,F1,0.119,21,17/06/2012,11:06:42
60,3,D-Glucosaminic Acid,F2,0.052,22,17/06/2012,11:06:42
60,3,Itaconic Acid,F3,0.258,23,17/06/2012,11:06:42
60,3,Glycyl-L-Glutamic Acid,F4,0.06,24,17/06/2012,11:06:42
60,3,D-Cellobiose,G1,0.16,25,17/06/2012,11:06:42
60,3,Glucose-1-Phosphate,G2,0.078,26,17/06/2012,11:06:42
60,3,_-Ketobutyric Acid,G3,0.047,27,17/06/2012,11:06:42
60,3,Phenylethyl-amine,G4,0.045,28,17/06/2012,11:06:42
60,3,_-D-Lactose,H1,0.18,29,17/06/2012,11:06:42
60,3,D L-_-Glycerol Phosphate,H2,0.049,30,17/06/2012,11:06:42
60,3,D-Malic Acid,H3,0.041,31,17/06/2012,11:06:42
60,3,Putrescine,H4,0.051,32,17/06/2012,11:06:42
60,3,Water,A1,0.124,33,17/06/2012,11:06:42
60,3,_-Methyl-D-Glucoside,A2,0.049,34,17/06/2012,11:06:42
60,3,D-Galactonic Acid _-Lactone,A3,0.042,35,17/06/2012,11:06:42
60,3,L-Arginine,A4,0.095,36,17/06/2012,11:06:42
60,3,Pyruvic Acid Methyl Ester,B1,0.211,37,17/06/2012,11:06:42
60,3,D-Xylose,B2,0.051,38,17/06/2012,11:06:42
60,3,D-Galacturonic Acid,B3,0.045,39,17/06/2012,11:06:42
60,3,L-Asparagine,B4,0.044,40,17/06/2012,11:06:42
60,3,Tween 40,C1,0.14,41,17/06/2012,11:06:42
60,3,i-Erythritol,C2,0.049,42,17/06/2012,11:06:42
60,3,2-Hydroxy Benzoic Acid,C3,0.045,43,17/06/2012,11:06:42
60,3,L-Phenylalanine,C4,0.043,44,17/06/2012,11:06:42
60,3,Tween 80,D1,0.178,45,17/06/2012,11:06:42
60,3,D-Mannitol,D2,0.052,46,17/06/2012,11:06:42
60,3,4-Hydroxy Benzoic Acid,D3,0.053,47,17/06/2012,11:06:42
60,3,L-Serine,D4,0.046,48,17/06/2012,11:06:42
60,3,_-Cyclodextrin,E1,0.044,49,17/06/2012,11:06:42
60,3,N-Acetyl-D-Glucosamine,E2,0.05,50,17/06/2012,11:06:42
60,3,_-Hydroxybutyric Acid,E3,0.054,51,17/06/2012,11:06:42
60,3,L-Threonine,E4,0.049,52,17/06/2012,11:06:42
60,3,Glycogen,F1,0.043,53,17/06/2012,11:06:42
60,3,D-Glucosaminic Acid,F2,0.047,54,17/06/2012,11:06:42
60,3,Itaconic Acid,F3,0.051,55,17/06/2012,11:06:42
60,3,Glycyl-L-Glutamic Acid,F4,0.05,56,17/06/2012,11:06:42
60,3,D-Cellobiose,G1,0.044,57,17/06/2012,11:06:42
60,3,Glucose-1-Phosphate,G2,0.074,58,17/06/2012,11:06:42
60,3,_-Ketobutyric Acid,G3,0.055,59,17/06/2012,11:06:42
60,3,Phenylethyl-amine,G4,0.065,60,17/06/2012,11:06:42
60,3,_-D-Lactose,H1,0.066,61,17/06/2012,11:06:42
60,3,D L-_-Glycerol Phosphate,H2,0.044,62,17/06/2012,11:06:42
60,3,D-Malic Acid,H3,0.045,63,17/06/2012,11:06:42
60,3,Putrescine,H4,0.096,64,17/06/2012,11:06:42
60,3,Water,A1,0.062,65,17/06/2012,11:06:42
60,3,_-Methyl-D-Glucoside,A2,0.043,66,17/06/2012,11:06:42
60,3,D-Galactonic Acid _-Lactone,A3,0.045,67,17/06/2012,11:06:42
60,3,L-Arginine,A4,0.112,68,17/06/2012,11:06:42
60,3,Pyruvic Acid Methyl Ester,B1,0.068,69,17/06/2012,11:06:42
60,3,D-Xylose,B2,0.066,70,17/06/2012,11:06:42
60,3,D-Galacturonic Acid,B3,0.05,71,17/06/2012,11:06:42
60,3,L-Asparagine,B4,0.075,72,17/06/2012,11:06:42
60,3,Tween 40,C1,0.116,73,17/06/2012,11:06:42
60,3,i-Erythritol,C2,0.049,74,17/06/2012,11:06:42
60,3,2-Hydroxy Benzoic Acid,C3,0.043,75,17/06/2012,11:06:42
60,3,L-Phenylalanine,C4,0.041,76,17/06/2012,11:06:42
60,3,Tween 80,D1,0.126,77,17/06/2012,11:06:42
60,3,D-Mannitol,D2,0.045,78,17/06/2012,11:06:42
60,3,4-Hydroxy Benzoic Acid,D3,0.044,79,17/06/2012,11:06:42
60,3,L-Serine,D4,0.054,80,17/06/2012,11:06:42
60,3,_-Cyclodextrin,E1,0.132,81,17/06/2012,11:06:42
60,3,N-Acetyl-D-Glucosamine,E2,0.096,82,17/06/2012,11:06:42
60,3,_-Hydroxybutyric Acid,E3,0.047,83,17/06/2012,11:06:42
60,3,L-Threonine,E4,0.044,84,17/06/2012,11:06:42
60,3,Glycogen,F1,0.39,85,17/06/2012,11:06:42
60,3,D-Glucosaminic Acid,F2,0.053,86,17/06/2012,11:06:42
60,3,Itaconic Acid,F3,0.116,87,17/06/2012,11:06:42
60,3,Glycyl-L-Glutamic Acid,F4,0.049,88,17/06/2012,11:06:42
60,3,D-Cellobiose,G1,0.222,89,17/06/2012,11:06:42
60,3,Glucose-1-Phosphate,G2,0.049,90,17/06/2012,11:06:42
60,3,_-Ketobutyric Acid,G3,0.1,91,17/06/2012,11:06:42
60,3,Phenylethyl-amine,G4,0.066,92,17/06/2012,11:06:42
60,3,_-D-Lactose,H1,0.198,93,17/06/2012,11:06:42
60,3,D L-_-Glycerol Phosphate,H2,0.076,94,17/06/2012,11:06:42
60,3,D-Malic Acid,H3,0.115,95,17/06/2012,11:06:42
60,3,Putrescine,H4,0.056,96,17/06/2012,11:06:42
72,3,Water,A1,0.051,1,17/06/2012,22:23:50
72,3,_-Methyl-D-Glucoside,A2,0.053,2,17/06/2012,22:23:50
72,3,D-Galactonic Acid _-Lactone,A3,0.05,3,17/06/2012,22:23:50
72,3,L-Arginine,A4,0.044,4,17/06/2012,22:23:50
72,3,Pyruvic Acid Methyl Ester,B1,0.053,5,17/06/2012,22:23:50
72,3,D-Xylose,B2,0.052,6,17/06/2012,22:23:50
72,3,D-Galacturonic Acid,B3,0.045,7,17/06/2012,22:23:50
72,3,L-Asparagine,B4,0.068,8,17/06/2012,22:23:50
72,3,Tween 40,C1,0.05,9,17/06/2012,22:23:50
72,3,i-Erythritol,C2,0.056,10,17/06/2012,22:23:50
72,3,2-Hydroxy Benzoic Acid,C3,0.051,11,17/06/2012,22:23:50
72,3,L-Phenylalanine,C4,0.055,12,17/06/2012,22:23:50
72,3,Tween 80,D1,0.219,13,17/06/2012,22:23:50
72,3,D-Mannitol,D2,0.052,14,17/06/2012,22:23:50
72,3,4-Hydroxy Benzoic Acid,D3,0.261,15,17/06/2012,22:23:50
72,3,L-Serine,D4,0.057,16,17/06/2012,22:23:50
72,3,_-Cyclodextrin,E1,0.151,17,17/06/2012,22:23:50
72,3,N-Acetyl-D-Glucosamine,E2,0.054,18,17/06/2012,22:23:50
72,3,_-Hydroxybutyric Acid,E3,0.237,19,17/06/2012,22:23:50
72,3,L-Threonine,E4,0.065,20,17/06/2012,22:23:50
72,3,Glycogen,F1,0.16,21,17/06/2012,22:23:50
72,3,D-Glucosaminic Acid,F2,0.051,22,17/06/2012,22:23:50
72,3,Itaconic Acid,F3,0.314,23,17/06/2012,22:23:50
72,3,Glycyl-L-Glutamic Acid,F4,0.065,24,17/06/2012,22:23:50
72,3,D-Cellobiose,G1,0.219,25,17/06/2012,22:23:50
72,3,Glucose-1-Phosphate,G2,0.082,26,17/06/2012,22:23:50
72,3,_-Ketobutyric Acid,G3,0.045,27,17/06/2012,22:23:50
72,3,Phenylethyl-amine,G4,0.046,28,17/06/2012,22:23:50
72,3,_-D-Lactose,H1,0.259,29,17/06/2012,22:23:50
72,3,D L-_-Glycerol Phosphate,H2,0.05,30,17/06/2012,22:23:50
72,3,D-Malic Acid,H3,0.041,31,17/06/2012,22:23:50
72,3,Putrescine,H4,0.054,32,17/06/2012,22:23:50
72,3,Water,A1,0.174,33,17/06/2012,22:23:50
72,3,_-Methyl-D-Glucoside,A2,0.05,34,17/06/2012,22:23:50
72,3,D-Galactonic Acid _-Lactone,A3,0.042,35,17/06/2012,22:23:50
72,3,L-Arginine,A4,0.097,36,17/06/2012,22:23:50
72,3,Pyruvic Acid Methyl Ester,B1,0.244,37,17/06/2012,22:23:50
72,3,D-Xylose,B2,0.052,38,17/06/2012,22:23:50
72,3,D-Galacturonic Acid,B3,0.046,39,17/06/2012,22:23:50
72,3,L-Asparagine,B4,0.047,40,17/06/2012,22:23:50
72,3,Tween 40,C1,0.177,41,17/06/2012,22:23:50
72,3,i-Erythritol,C2,0.05,42,17/06/2012,22:23:50
72,3,2-Hydroxy Benzoic Acid,C3,0.045,43,17/06/2012,22:23:50
72,3,L-Phenylalanine,C4,0.045,44,17/06/2012,22:23:50
72,3,Tween 80,D1,0.222,45,17/06/2012,22:23:50
72,3,D-Mannitol,D2,0.053,46,17/06/2012,22:23:50
72,3,4-Hydroxy Benzoic Acid,D3,0.053,47,17/06/2012,22:23:50
72,3,L-Serine,D4,0.048,48,17/06/2012,22:23:50
72,3,_-Cyclodextrin,E1,0.045,49,17/06/2012,22:23:50
72,3,N-Acetyl-D-Glucosamine,E2,0.051,50,17/06/2012,22:23:50
72,3,_-Hydroxybutyric Acid,E3,0.057,51,17/06/2012,22:23:50
72,3,L-Threonine,E4,0.052,52,17/06/2012,22:23:50
72,3,Glycogen,F1,0.044,53,17/06/2012,22:23:50
72,3,D-Glucosaminic Acid,F2,0.048,54,17/06/2012,22:23:50
72,3,Itaconic Acid,F3,0.052,55,17/06/2012,22:23:50
72,3,Glycyl-L-Glutamic Acid,F4,0.055,56,17/06/2012,22:23:50
72,3,D-Cellobiose,G1,0.044,57,17/06/2012,22:23:50
72,3,Glucose-1-Phosphate,G2,0.075,58,17/06/2012,22:23:50
72,3,_-Ketobutyric Acid,G3,0.057,59,17/06/2012,22:23:50
72,3,Phenylethyl-amine,G4,0.066,60,17/06/2012,22:23:50
72,3,_-D-Lactose,H1,0.068,61,17/06/2012,22:23:50
72,3,D L-_-Glycerol Phosphate,H2,0.045,62,17/06/2012,22:23:50
72,3,D-Malic Acid,H3,0.046,63,17/06/2012,22:23:50
72,3,Putrescine,H4,0.121,64,17/06/2012,22:23:50
72,3,Water,A1,0.063,65,17/06/2012,22:23:50
72,3,_-Methyl-D-Glucoside,A2,0.044,66,17/06/2012,22:23:50
72,3,D-Galactonic Acid _-Lactone,A3,0.046,67,17/06/2012,22:23:50
72,3,L-Arginine,A4,0.142,68,17/06/2012,22:23:50
72,3,Pyruvic Acid Methyl Ester,B1,0.07,69,17/06/2012,22:23:50
72,3,D-Xylose,B2,0.066,70,17/06/2012,22:23:50
72,3,D-Galacturonic Acid,B3,0.051,71,17/06/2012,22:23:50
72,3,L-Asparagine,B4,0.102,72,17/06/2012,22:23:50
72,3,Tween 40,C1,0.178,73,17/06/2012,22:23:50
72,3,i-Erythritol,C2,0.05,74,17/06/2012,22:23:50
72,3,2-Hydroxy Benzoic Acid,C3,0.044,75,17/06/2012,22:23:50
72,3,L-Phenylalanine,C4,0.041,76,17/06/2012,22:23:50
72,3,Tween 80,D1,0.182,77,17/06/2012,22:23:50
72,3,D-Mannitol,D2,0.046,78,17/06/2012,22:23:50
72,3,4-Hydroxy Benzoic Acid,D3,0.045,79,17/06/2012,22:23:50
72,3,L-Serine,D4,0.054,80,17/06/2012,22:23:50
72,3,_-Cyclodextrin,E1,0.182,81,17/06/2012,22:23:50
72,3,N-Acetyl-D-Glucosamine,E2,0.096,82,17/06/2012,22:23:50
72,3,_-Hydroxybutyric Acid,E3,0.048,83,17/06/2012,22:23:50
72,3,L-Threonine,E4,0.044,84,17/06/2012,22:23:50
72,3,Glycogen,F1,0.555,85,17/06/2012,22:23:50
72,3,D-Glucosaminic Acid,F2,0.054,86,17/06/2012,22:23:50
72,3,Itaconic Acid,F3,0.15,87,17/06/2012,22:23:50
72,3,Glycyl-L-Glutamic Acid,F4,0.049,88,17/06/2012,22:23:50
72,3,D-Cellobiose,G1,0.265,89,17/06/2012,22:23:50
72,3,Glucose-1-Phosphate,G2,0.05,90,17/06/2012,22:23:50
72,3,_-Ketobutyric Acid,G3,0.135,91,17/06/2012,22:23:50
72,3,Phenylethyl-amine,G4,0.054,92,17/06/2012,22:23:50
72,3,_-D-Lactose,H1,0.226,93,17/06/2012,22:23:50
72,3,D L-_-Glycerol Phosphate,H2,0.067,94,17/06/2012,22:23:50
72,3,D-Malic Acid,H3,0.179,95,17/06/2012,22:23:50
72,3,Putrescine,H4,0.058,96,17/06/2012,22:23:50
