EcologExpTime,PlateCode,C -Source,Well,OD700,WellNr,Date,Time
46,31,D-Galactonic Acid _-Lactone,A3,0.064,67,16/06/2012,21:59:47
46,31,L-Arginine,A4,0.074,68,16/06/2012,21:59:47
46,31,Pyruvic Acid Methyl Ester,B1,0.092,69,16/06/2012,21:59:47
46,31,D-Xylose,B2,0.064,70,16/06/2012,21:59:47
46,31,D-Galacturonic Acid,B3,0.064,71,16/06/2012,21:59:47
46,31,L-Asparagine,B4,0.079,72,16/06/2012,21:59:47
46,31,Tween 40,C1,0.232,73,16/06/2012,21:59:47
46,31,i-Erythritol,C2,0.064,74,16/06/2012,21:59:47
46,31,2-Hydroxy Benzoic Acid,C3,0.083,75,16/06/2012,21:59:47
46,31,L-Phenylalanine,C4,0.055,76,16/06/2012,21:59:47
46,31,Tween 80,D1,0.116,77,16/06/2012,21:59:47
46,31,D-Mannitol,D2,0.062,78,16/06/2012,21:59:47
46,31,4-Hydroxy Benzoic Acid,D3,0.083,79,16/06/2012,21:59:47
46,31,L-Serine,D4,0.07,80,16/06/2012,21:59:47
46,31,_-Cyclodextrin,E1,0.183,81,16/06/2012,21:59:47
46,31,N-Acetyl-D-Glucosamine,E2,0.077,82,16/06/2012,21:59:47
46,31,_-Hydroxybutyric Acid,E3,0.086,83,16/06/2012,21:59:47
46,31,L-Threonine,E4,0.059,84,16/06/2012,21:59:47
46,31,Glycogen,F1,0.064,85,16/06/2012,21:59:47
46,31,D-Glucosaminic Acid,F2,0.073,86,16/06/2012,21:59:47
46,31,Itaconic Acid,F3,0.117,87,16/06/2012,21:59:47
46,31,Glycyl-L-Glutamic Acid,F4,0.062,88,16/06/2012,21:59:47
46,31,D-Cellobiose,G1,0.091,89,16/06/2012,21:59:47
46,31,Glucose-1-Phosphate,G2,0.137,90,16/06/2012,21:59:47
46,31,_-Ketobutyric Acid,G3,0.107,91,16/06/2012,21:59:47
46,31,Phenylethyl-amine,G4,0.061,92,16/06/2012,21:59:47
46,31,_-D-Lactose,H1,0.083,93,16/06/2012,21:59:47
46,31,D L-_-Glycerol Phosphate,H2,0.073,94,16/06/2012,21:59:47
46,31,D-Malic Acid,H3,0.151,95,16/06/2012,21:59:47
46,31,Putrescine,H4,0.062,96,16/06/2012,21:59:47
60,31,Water,A1,0.061,1,17/06/2012,10:47:28
60,31,_-Methyl-D-Glucoside,A2,0.063,2,17/06/2012,10:47:28
60,31,D-Galactonic Acid _-Lactone,A3,0.055,3,17/06/2012,10:47:28
60,31,L-Arginine,A4,0.06,4,17/06/2012,10:47:28
60,31,Pyruvic Acid Methyl Ester,B1,0.061,5,17/06/2012,10:47:28
60,31,D-Xylose,B2,0.076,6,17/06/2012,10:47:28
60,31,D-Galacturonic Acid,B3,0.058,7,17/06/2012,10:47:28
60,31,L-Asparagine,B4,0.068,8,17/06/2012,10:47:28
60,31,Tween 40,C1,0.061,9,17/06/2012,10:47:28
60,31,i-Erythritol,C2,0.063,10,17/06/2012,10:47:28
60,31,2-Hydroxy Benzoic Acid,C3,1.143,11,17/06/2012,10:47:28
60,31,L-Phenylalanine,C4,0.061,12,17/06/2012,10:47:28
60,31,Tween 80,D1,0.903,13,17/06/2012,10:47:28
60,31,D-Mannitol,D2,0.053,14,17/06/2012,10:47:28
60,31,4-Hydroxy Benzoic Acid,D3,0.328,15,17/06/2012,10:47:28
60,31,L-Serine,D4,1.375,16,17/06/2012,10:47:28
60,31,_-Cyclodextrin,E1,0.847,17,17/06/2012,10:47:28
60,31,N-Acetyl-D-Glucosamine,E2,0.058,18,17/06/2012,10:47:28
60,31,_-Hydroxybutyric Acid,E3,0.467,19,17/06/2012,10:47:28
60,31,L-Threonine,E4,1.342,20,17/06/2012,10:47:28
60,31,Glycogen,F1,0.748,21,17/06/2012,10:47:28
60,31,D-Glucosaminic Acid,F2,0.049,22,17/06/2012,10:47:28
60,31,Itaconic Acid,F3,0.418,23,17/06/2012,10:47:28
60,31,Glycyl-L-Glutamic Acid,F4,1.566,24,17/06/2012,10:47:28
60,31,D-Cellobiose,G1,0.082,25,17/06/2012,10:47:28
60,31,Glucose-1-Phosphate,G2,0.06,26,17/06/2012,10:47:28
60,31,_-Ketobutyric Acid,G3,0.064,27,17/06/2012,10:47:28
60,31,Phenylethyl-amine,G4,0.091,28,17/06/2012,10:47:28
60,31,_-D-Lactose,H1,0.1,29,17/06/2012,10:47:28
60,31,D L-_-Glycerol Phosphate,H2,0.063,30,17/06/2012,10:47:28
60,31,D-Malic Acid,H3,0.042,31,17/06/2012,10:47:28
60,31,Putrescine,H4,0.087,32,17/06/2012,10:47:28
60,31,Water,A1,0.054,33,17/06/2012,10:47:28
60,31,_-Methyl-D-Glucoside,A2,0.064,34,17/06/2012,10:47:28
60,31,D-Galactonic Acid _-Lactone,A3,0.043,35,17/06/2012,10:47:28
60,31,L-Arginine,A4,0.099,36,17/06/2012,10:47:28
60,31,Pyruvic Acid Methyl Ester,B1,1.384,37,17/06/2012,10:47:28
60,31,D-Xylose,B2,0.3,38,17/06/2012,10:47:28
60,31,D-Galacturonic Acid,B3,1.297,39,17/06/2012,10:47:28
60,31,L-Asparagine,B4,0.059,40,17/06/2012,10:47:28
60,31,Tween 40,C1,1.422,41,17/06/2012,10:47:28
60,31,i-Erythritol,C2,0.36,42,17/06/2012,10:47:28
60,31,2-Hydroxy Benzoic Acid,C3,1.418,43,17/06/2012,10:47:28
60,31,L-Phenylalanine,C4,0.063,44,17/06/2012,10:47:28
60,31,Tween 80,D1,1.418,45,17/06/2012,10:47:28
60,31,D-Mannitol,D2,0.31,46,17/06/2012,10:47:28
60,31,4-Hydroxy Benzoic Acid,D3,1.418,47,17/06/2012,10:47:28
60,31,L-Serine,D4,0.06,48,17/06/2012,10:47:28
60,31,_-Cyclodextrin,E1,0.045,49,17/06/2012,10:47:28
60,31,N-Acetyl-D-Glucosamine,E2,0.076,50,17/06/2012,10:47:28
60,31,_-Hydroxybutyric Acid,E3,0.078,51,17/06/2012,10:47:28
60,31,L-Threonine,E4,0.067,52,17/06/2012,10:47:28
60,31,Glycogen,F1,0.056,53,17/06/2012,10:47:28
60,31,D-Glucosaminic Acid,F2,0.079,54,17/06/2012,10:47:28
60,31,Itaconic Acid,F3,0.079,55,17/06/2012,10:47:28
60,31,Glycyl-L-Glutamic Acid,F4,0.066,56,17/06/2012,10:47:28
60,31,D-Cellobiose,G1,0.056,57,17/06/2012,10:47:28
60,31,Glucose-1-Phosphate,G2,0.077,58,17/06/2012,10:47:28
60,31,_-Ketobutyric Acid,G3,0.081,59,17/06/2012,10:47:28
60,31,Phenylethyl-amine,G4,0.06,60,17/06/2012,10:47:28
60,31,_-D-Lactose,H1,0.121,61,17/06/2012,10:47:28
60,31,D L-_-Glycerol Phosphate,H2,0.061,62,17/06/2012,10:47:28
60,31,D-Malic Acid,H3,0.063,63,17/06/2012,10:47:28
60,31,Putrescine,H4,0.087,64,17/06/2012,10:47:28
60,31,Water,A1,0.086,65,17/06/2012,10:47:28
60,31,_-Methyl-D-Glucoside,A2,0.063,66,17/06/2012,10:47:28
60,31,D-Galactonic Acid _-Lactone,A3,0.064,67,17/06/2012,10:47:28
60,31,L-Arginine,A4,0.08,68,17/06/2012,10:47:28
60,31,Pyruvic Acid Methyl Ester,B1,0.09,69,17/06/2012,10:47:28
60,31,D-Xylose,B2,0.067,70,17/06/2012,10:47:28
60,31,D-Galacturonic Acid,B3,0.066,71,17/06/2012,10:47:28
60,31,L-Asparagine,B4,0.085,72,17/06/2012,10:47:28
60,31,Tween 40,C1,0.359,73,17/06/2012,10:47:28
60,31,i-Erythritol,C2,0.067,74,17/06/2012,10:47:28
60,31,2-Hydroxy Benzoic Acid,C3,0.094,75,17/06/2012,10:47:28
60,31,L-Phenylalanine,C4,0.057,76,17/06/2012,10:47:28
60,31,Tween 80,D1,0.305,77,17/06/2012,10:47:28
60,31,D-Mannitol,D2,0.065,78,17/06/2012,10:47:28
60,31,4-Hydroxy Benzoic Acid,D3,0.096,79,17/06/2012,10:47:28
60,31,L-Serine,D4,0.071,80,17/06/2012,10:47:28
60,31,_-Cyclodextrin,E1,0.381,81,17/06/2012,10:47:28
60,31,N-Acetyl-D-Glucosamine,E2,0.079,82,17/06/2012,10:47:28
60,31,_-Hydroxybutyric Acid,E3,0.092,83,17/06/2012,10:47:28
60,31,L-Threonine,E4,0.058,84,17/06/2012,10:47:28
60,31,Glycogen,F1,0.114,85,17/06/2012,10:47:28
60,31,D-Glucosaminic Acid,F2,0.086,86,17/06/2012,10:47:28
60,31,Itaconic Acid,F3,0.481,87,17/06/2012,10:47:28
60,31,Glycyl-L-Glutamic Acid,F4,0.059,88,17/06/2012,10:47:28
60,31,D-Cellobiose,G1,0.23,89,17/06/2012,10:47:28
60,31,Glucose-1-Phosphate,G2,0.14,90,17/06/2012,10:47:28
60,31,_-Ketobutyric Acid,G3,0.559,91,17/06/2012,10:47:28
60,31,Phenylethyl-amine,G4,0.06,92,17/06/2012,10:47:28
60,31,_-D-Lactose,H1,0.197,93,17/06/2012,10:47:28
60,31,D L-_-Glycerol Phosphate,H2,0.077,94,17/06/2012,10:47:28
60,31,D-Malic Acid,H3,0.769,95,17/06/2012,10:47:28
60,31,Putrescine,H4,0.061,96,17/06/2012,10:47:28
72,31,Water,A1,0.061,1,17/06/2012,22:32:06
72,31,_-Methyl-D-Glucoside,A2,0.062,2,17/06/2012,22:32:06
72,31,D-Galactonic Acid _-Lactone,A3,0.055,3,17/06/2012,22:32:06
72,31,L-Arginine,A4,0.059,4,17/06/2012,22:32:06
72,31,Pyruvic Acid Methyl Ester,B1,0.06,5,17/06/2012,22:32:06
72,31,D-Xylose,B2,0.077,6,17/06/2012,22:32:06
72,31,D-Galacturonic Acid,B3,0.056,7,17/06/2012,22:32:06
72,31,L-Asparagine,B4,0.067,8,17/06/2012,22:32:06
72,31,Tween 40,C1,0.06,9,17/06/2012,22:32:06
72,31,i-Erythritol,C2,0.062,10,17/06/2012,22:32:06
72,31,2-Hydroxy Benzoic Acid,C3,1.178,11,17/06/2012,22:32:06
72,31,L-Phenylalanine,C4,0.059,12,17/06/2012,22:32:06
72,31,Tween 80,D1,1.234,13,17/06/2012,22:32:06
72,31,D-Mannitol,D2,0.053,14,17/06/2012,22:32:06
72,31,4-Hydroxy Benzoic Acid,D3,0.43,15,17/06/2012,22:32:06
72,31,L-Serine,D4,1.907,16,17/06/2012,22:32:06
72,31,_-Cyclodextrin,E1,1.458,17,17/06/2012,22:32:06
72,31,N-Acetyl-D-Glucosamine,E2,0.058,18,17/06/2012,22:32:06
72,31,_-Hydroxybutyric Acid,E3,0.689,19,17/06/2012,22:32:06
72,31,L-Threonine,E4,1.963,20,17/06/2012,22:32:06
72,31,Glycogen,F1,1.316,21,17/06/2012,22:32:06
72,31,D-Glucosaminic Acid,F2,0.048,22,17/06/2012,22:32:06
72,31,Itaconic Acid,F3,0.537,23,17/06/2012,22:32:06
72,31,Glycyl-L-Glutamic Acid,F4,2.126,24,17/06/2012,22:32:06
72,31,D-Cellobiose,G1,0.191,25,17/06/2012,22:32:06
72,31,Glucose-1-Phosphate,G2,0.06,26,17/06/2012,22:32:06
72,31,_-Ketobutyric Acid,G3,0.061,27,17/06/2012,22:32:06
72,31,Phenylethyl-amine,G4,0.119,28,17/06/2012,22:32:06
72,31,_-D-Lactose,H1,0.185,29,17/06/2012,22:32:06
72,31,D L-_-Glycerol Phosphate,H2,0.063,30,17/06/2012,22:32:06
72,31,D-Malic Acid,H3,0.042,31,17/06/2012,22:32:06
72,31,Putrescine,H4,0.125,32,17/06/2012,22:32:06
72,31,Water,A1,0.054,33,17/06/2012,22:32:06
72,31,_-Methyl-D-Glucoside,A2,0.064,34,17/06/2012,22:32:06
72,31,D-Galactonic Acid _-Lactone,A3,0.043,35,17/06/2012,22:32:06
72,31,L-Arginine,A4,0.111,36,17/06/2012,22:32:06
72,31,Pyruvic Acid Methyl Ester,B1,1.671,37,17/06/2012,22:32:06
72,31,D-Xylose,B2,0.463,38,17/06/2012,22:32:06
72,31,D-Galacturonic Acid,B3,1.775,39,17/06/2012,22:32:06
72,31,L-Asparagine,B4,0.06,40,17/06/2012,22:32:06
72,31,Tween 40,C1,1.643,41,17/06/2012,22:32:06
72,31,i-Erythritol,C2,0.541,42,17/06/2012,22:32:06
72,31,2-Hydroxy Benzoic Acid,C3,1.827,43,17/06/2012,22:32:06
72,31,L-Phenylalanine,C4,0.075,44,17/06/2012,22:32:06
72,31,Tween 80,D1,1.64,45,17/06/2012,22:32:06
72,31,D-Mannitol,D2,0.468,46,17/06/2012,22:32:06
72,31,4-Hydroxy Benzoic Acid,D3,1.899,47,17/06/2012,22:32:06
72,31,L-Serine,D4,0.06,48,17/06/2012,22:32:06
72,31,_-Cyclodextrin,E1,0.045,49,17/06/2012,22:32:06
72,31,N-Acetyl-D-Glucosamine,E2,0.118,50,17/06/2012,22:32:06
72,31,_-Hydroxybutyric Acid,E3,0.089,51,17/06/2012,22:32:06
72,31,L-Threonine,E4,0.07,52,17/06/2012,22:32:06
72,31,Glycogen,F1,0.054,53,17/06/2012,22:32:06
72,31,D-Glucosaminic Acid,F2,0.125,54,17/06/2012,22:32:06
72,31,Itaconic Acid,F3,0.092,55,17/06/2012,22:32:06
72,31,Glycyl-L-Glutamic Acid,F4,0.083,56,17/06/2012,22:32:06
72,31,D-Cellobiose,G1,0.053,57,17/06/2012,22:32:06
72,31,Glucose-1-Phosphate,G2,0.113,58,17/06/2012,22:32:06
72,31,_-Ketobutyric Acid,G3,0.092,59,17/06/2012,22:32:06
72,31,Phenylethyl-amine,G4,0.059,60,17/06/2012,22:32:06
72,31,_-D-Lactose,H1,0.127,61,17/06/2012,22:32:06
72,31,D L-_-Glycerol Phosphate,H2,0.062,62,17/06/2012,22:32:06
72,31,D-Malic Acid,H3,0.063,63,17/06/2012,22:32:06
72,31,Putrescine,H4,0.091,64,17/06/2012,22:32:06
72,31,Water,A1,0.086,65,17/06/2012,22:32:06
72,31,_-Methyl-D-Glucoside,A2,0.063,66,17/06/2012,22:32:06
72,31,D-Galactonic Acid _-Lactone,A3,0.064,67,17/06/2012,22:32:06
72,31,L-Arginine,A4,0.083,68,17/06/2012,22:32:06
72,31,Pyruvic Acid Methyl Ester,B1,0.089,69,17/06/2012,22:32:06
72,31,D-Xylose,B2,0.067,70,17/06/2012,22:32:06
72,31,D-Galacturonic Acid,B3,0.066,71,17/06/2012,22:32:06
72,31,L-Asparagine,B4,0.103,72,17/06/2012,22:32:06
72,31,Tween 40,C1,0.585,73,17/06/2012,22:32:06
72,31,i-Erythritol,C2,0.075,74,17/06/2012,22:32:06
72,31,2-Hydroxy Benzoic Acid,C3,0.091,75,17/06/2012,22:32:06
72,31,L-Phenylalanine,C4,0.056,76,17/06/2012,22:32:06
72,31,Tween 80,D1,0.607,77,17/06/2012,22:32:06
72,31,D-Mannitol,D2,0.068,78,17/06/2012,22:32:06
72,31,4-Hydroxy Benzoic Acid,D3,0.095,79,17/06/2012,22:32:06
72,31,L-Serine,D4,0.07,80,17/06/2012,22:32:06
72,31,_-Cyclodextrin,E1,0.559,81,17/06/2012,22:32:06
72,31,N-Acetyl-D-Glucosamine,E2,0.084,82,17/06/2012,22:32:06
72,31,_-Hydroxybutyric Acid,E3,0.082,83,17/06/2012,22:32:06
72,31,L-Threonine,E4,0.056,84,17/06/2012,22:32:06
72,31,Glycogen,F1,0.257,85,17/06/2012,22:32:06
72,31,D-Glucosaminic Acid,F2,0.136,86,17/06/2012,22:32:06
72,31,Itaconic Acid,F3,1.329,87,17/06/2012,22:32:06
72,31,Glycyl-L-Glutamic Acid,F4,0.058,88,17/06/2012,22:32:06
72,31,D-Cellobiose,G1,0.486,89,17/06/2012,22:32:06
72,31,Glucose-1-Phosphate,G2,0.147,90,17/06/2012,22:32:06
72,31,_-Ketobutyric Acid,G3,1.42,91,17/06/2012,22:32:06
72,31,Phenylethyl-amine,G4,0.059,92,17/06/2012,22:32:06
72,31,_-D-Lactose,H1,0.307,93,17/06/2012,22:32:06
72,31,D L-_-Glycerol Phosphate,H2,0.092,94,17/06/2012,22:32:06
72,31,D-Malic Acid,H3,1.346,95,17/06/2012,22:32:06
72,31,Putrescine,H4,0.06,96,17/06/2012,22:32:06
96,31,Water,A1,0.06,1,18/06/2012,14:02:33
96,31,_-Methyl-D-Glucoside,A2,0.059,2,18/06/2012,14:02:33
96,31,D-Galactonic Acid _-Lactone,A3,0.054,3,18/06/2012,14:02:33
96,31,L-Arginine,A4,0.058,4,18/06/2012,14:02:33
96,31,Pyruvic Acid Methyl Ester,B1,0.058,5,18/06/2012,14:02:33
96,31,D-Xylose,B2,0.088,6,18/06/2012,14:02:33
96,31,D-Galacturonic Acid,B3,0.056,7,18/06/2012,14:02:33
96,31,L-Asparagine,B4,0.067,8,18/06/2012,14:02:33
96,31,Tween 40,C1,0.06,9,18/06/2012,14:02:33
96,31,i-Erythritol,C2,0.062,10,18/06/2012,14:02:33
96,31,2-Hydroxy Benzoic Acid,C3,1.158,11,18/06/2012,14:02:33
96,31,L-Phenylalanine,C4,0.058,12,18/06/2012,14:02:33
96,31,Tween 80,D1,1.254,13,18/06/2012,14:02:33
96,31,D-Mannitol,D2,0.053,14,18/06/2012,14:02:33
96,31,4-Hydroxy Benzoic Acid,D3,0.526,15,18/06/2012,14:02:33
96,31,L-Serine,D4,2.296,16,18/06/2012,14:02:33
96,31,_-Cyclodextrin,E1,1.611,17,18/06/2012,14:02:33
96,31,N-Acetyl-D-Glucosamine,E2,0.058,18,18/06/2012,14:02:33
96,31,_-Hydroxybutyric Acid,E3,0.939,19,18/06/2012,14:02:33
96,31,L-Threonine,E4,2.189,20,18/06/2012,14:02:33
96,31,Glycogen,F1,1.415,21,18/06/2012,14:02:33
96,31,D-Glucosaminic Acid,F2,0.048,22,18/06/2012,14:02:33
96,31,Itaconic Acid,F3,0.67,23,18/06/2012,14:02:33
96,31,Glycyl-L-Glutamic Acid,F4,2.406,24,18/06/2012,14:02:33
96,31,D-Cellobiose,G1,0.407,25,18/06/2012,14:02:33
96,31,Glucose-1-Phosphate,G2,0.056,26,18/06/2012,14:02:33
96,31,_-Ketobutyric Acid,G3,0.062,27,18/06/2012,14:02:33
96,31,Phenylethyl-amine,G4,0.206,28,18/06/2012,14:02:33
96,31,_-D-Lactose,H1,0.354,29,18/06/2012,14:02:33
96,31,D L-_-Glycerol Phosphate,H2,0.063,30,18/06/2012,14:02:33
96,31,D-Malic Acid,H3,0.042,31,18/06/2012,14:02:33
96,31,Putrescine,H4,0.224,32,18/06/2012,14:02:33
96,31,Water,A1,0.054,33,18/06/2012,14:02:33
96,31,_-Methyl-D-Glucoside,A2,0.065,34,18/06/2012,14:02:33
96,31,D-Galactonic Acid _-Lactone,A3,0.044,35,18/06/2012,14:02:33
96,31,L-Arginine,A4,0.183,36,18/06/2012,14:02:33
96,31,Pyruvic Acid Methyl Ester,B1,1.95,37,18/06/2012,14:02:33
96,31,D-Xylose,B2,0.681,38,18/06/2012,14:02:33
96,31,D-Galacturonic Acid,B3,2.255,39,18/06/2012,14:02:33
96,31,L-Asparagine,B4,0.061,40,18/06/2012,14:02:33
96,31,Tween 40,C1,1.849,41,18/06/2012,14:02:33
96,31,i-Erythritol,C2,0.855,42,18/06/2012,14:02:33
96,31,2-Hydroxy Benzoic Acid,C3,2.107,43,18/06/2012,14:02:33
96,31,L-Phenylalanine,C4,0.09,44,18/06/2012,14:02:33
96,31,Tween 80,D1,1.898,45,18/06/2012,14:02:33
96,31,D-Mannitol,D2,0.7,46,18/06/2012,14:02:33
96,31,4-Hydroxy Benzoic Acid,D3,2.241,47,18/06/2012,14:02:33
96,31,L-Serine,D4,0.061,48,18/06/2012,14:02:33
96,31,_-Cyclodextrin,E1,0.045,49,18/06/2012,14:02:33
96,31,N-Acetyl-D-Glucosamine,E2,0.186,50,18/06/2012,14:02:33
96,31,_-Hydroxybutyric Acid,E3,0.102,51,18/06/2012,14:02:33
96,31,L-Threonine,E4,0.073,52,18/06/2012,14:02:33
96,31,Glycogen,F1,0.051,53,18/06/2012,14:02:33
96,31,D-Glucosaminic Acid,F2,0.201,54,18/06/2012,14:02:33
96,31,Itaconic Acid,F3,0.106,55,18/06/2012,14:02:33
96,31,Glycyl-L-Glutamic Acid,F4,0.103,56,18/06/2012,14:02:33
96,31,D-Cellobiose,G1,0.053,57,18/06/2012,14:02:33
96,31,Glucose-1-Phosphate,G2,0.163,58,18/06/2012,14:02:33
96,31,_-Ketobutyric Acid,G3,0.108,59,18/06/2012,14:02:33
96,31,Phenylethyl-amine,G4,0.059,60,18/06/2012,14:02:33
96,31,_-D-Lactose,H1,0.132,61,18/06/2012,14:02:33
96,31,D L-_-Glycerol Phosphate,H2,0.062,62,18/06/2012,14:02:33
96,31,D-Malic Acid,H3,0.063,63,18/06/2012,14:02:33
96,31,Putrescine,H4,0.108,64,18/06/2012,14:02:33
96,31,Water,A1,0.089,65,18/06/2012,14:02:33
96,31,_-Methyl-D-Glucoside,A2,0.064,66,18/06/2012,14:02:33
96,31,D-Galactonic Acid _-Lactone,A3,0.064,67,18/06/2012,14:02:33
96,31,L-Arginine,A4,0.088,68,18/06/2012,14:02:33
96,31,Pyruvic Acid Methyl Ester,B1,0.09,69,18/06/2012,14:02:33
96,31,D-Xylose,B2,0.067,70,18/06/2012,14:02:33
96,31,D-Galacturonic Acid,B3,0.066,71,18/06/2012,14:02:33
96,31,L-Asparagine,B4,0.218,72,18/06/2012,14:02:33
96,31,Tween 40,C1,0.845,73,18/06/2012,14:02:33
96,31,i-Erythritol,C2,0.073,74,18/06/2012,14:02:33
96,31,2-Hydroxy Benzoic Acid,C3,0.088,75,18/06/2012,14:02:33
96,31,L-Phenylalanine,C4,0.055,76,18/06/2012,14:02:33
96,31,Tween 80,D1,1.027,77,18/06/2012,14:02:33
96,31,D-Mannitol,D2,0.063,78,18/06/2012,14:02:33
96,31,4-Hydroxy Benzoic Acid,D3,0.083,79,18/06/2012,14:02:33
96,31,L-Serine,D4,0.07,80,18/06/2012,14:02:33
96,31,_-Cyclodextrin,E1,0.848,81,18/06/2012,14:02:33
96,31,N-Acetyl-D-Glucosamine,E2,0.09,82,18/06/2012,14:02:33
96,31,_-Hydroxybutyric Acid,E3,0.078,83,18/06/2012,14:02:33
96,31,L-Threonine,E4,0.054,84,18/06/2012,14:02:33
96,31,Glycogen,F1,0.41,85,18/06/2012,14:02:33
96,31,D-Glucosaminic Acid,F2,0.225,86,18/06/2012,14:02:33
96,31,Itaconic Acid,F3,1.595,87,18/06/2012,14:02:33
96,31,Glycyl-L-Glutamic Acid,F4,0.057,88,18/06/2012,14:02:33
96,31,D-Cellobiose,G1,0.685,89,18/06/2012,14:02:33
96,31,Glucose-1-Phosphate,G2,0.171,90,18/06/2012,14:02:33
96,31,_-Ketobutyric Acid,G3,1.807,91,18/06/2012,14:02:33
96,31,Phenylethyl-amine,G4,0.057,92,18/06/2012,14:02:33
96,31,_-D-Lactose,H1,0.524,93,18/06/2012,14:02:33
96,31,D L-_-Glycerol Phosphate,H2,0.186,94,18/06/2012,14:02:33
96,31,D-Malic Acid,H3,1.789,95,18/06/2012,14:02:33
96,31,Putrescine,H4,0.058,96,18/06/2012,14:02:33
0,32,Water,A1,0.038,1,14/06/2012,21:20:15
0,32,_-Methyl-D-Glucoside,A2,0.054,2,14/06/2012,21:20:15
0,32,D-Galactonic Acid _-Lactone,A3,0.038,3,14/06/2012,21:20:15
0,32,L-Arginine,A4,0.049,4,14/06/2012,21:20:15
0,32,Pyruvic Acid Methyl Ester,B1,0.039,5,14/06/2012,21:20:15
0,32,D-Xylose,B2,0.039,6,14/06/2012,21:20:15
0,32,D-Galacturonic Acid,B3,0.044,7,14/06/2012,21:20:15
0,32,L-Asparagine,B4,0.079,8,14/06/2012,21:20:15
0,32,Tween 40,C1,0.042,9,14/06/2012,21:20:15
0,32,i-Erythritol,C2,0.04,10,14/06/2012,21:20:15
0,32,2-Hydroxy Benzoic Acid,C3,0.044,11,14/06/2012,21:20:15
0,32,L-Phenylalanine,C4,0.143,12,14/06/2012,21:20:15
0,32,Tween 80,D1,0.04,13,14/06/2012,21:20:15
0,32,D-Mannitol,D2,0.054,14,14/06/2012,21:20:15
0,32,4-Hydroxy Benzoic Acid,D3,0.039,15,14/06/2012,21:20:15
0,32,L-Serine,D4,0.041,16,14/06/2012,21:20:15
0,32,_-Cyclodextrin,E1,0.041,17,14/06/2012,21:20:15
0,32,N-Acetyl-D-Glucosamine,E2,0.056,18,14/06/2012,21:20:15
0,32,_-Hydroxybutyric Acid,E3,0.042,19,14/06/2012,21:20:15
0,32,L-Threonine,E4,0.041,20,14/06/2012,21:20:15
0,32,Glycogen,F1,0.041,21,14/06/2012,21:20:15
0,32,D-Glucosaminic Acid,F2,0.115,22,14/06/2012,21:20:15
0,32,Itaconic Acid,F3,0.087,23,14/06/2012,21:20:15
0,32,Glycyl-L-Glutamic Acid,F4,0.044,24,14/06/2012,21:20:15
0,32,D-Cellobiose,G1,0.188,25,14/06/2012,21:20:15
0,32,Glucose-1-Phosphate,G2,0.04,26,14/06/2012,21:20:15
0,32,_-Ketobutyric Acid,G3,0.058,27,14/06/2012,21:20:15
0,32,Phenylethyl-amine,G4,0.043,28,14/06/2012,21:20:15
0,32,_-D-Lactose,H1,0.051,29,14/06/2012,21:20:15
0,32,D L-_-Glycerol Phosphate,H2,0.039,30,14/06/2012,21:20:15
0,32,D-Malic Acid,H3,0.097,31,14/06/2012,21:20:15
0,32,Putrescine,H4,0.042,32,14/06/2012,21:20:15
0,32,Water,A1,0.151,33,14/06/2012,21:20:15
0,32,_-Methyl-D-Glucoside,A2,0.041,34,14/06/2012,21:20:15
0,32,D-Galactonic Acid _-Lactone,A3,0.043,35,14/06/2012,21:20:15
0,32,L-Arginine,A4,0.123,36,14/06/2012,21:20:15
0,32,Pyruvic Acid Methyl Ester,B1,0.051,37,14/06/2012,21:20:15
0,32,D-Xylose,B2,0.042,38,14/06/2012,21:20:15
0,32,D-Galacturonic Acid,B3,0.042,39,14/06/2012,21:20:15
0,32,L-Asparagine,B4,0.043,40,14/06/2012,21:20:15
0,32,Tween 40,C1,0.054,41,14/06/2012,21:20:15
0,32,i-Erythritol,C2,0.041,42,14/06/2012,21:20:15
0,32,2-Hydroxy Benzoic Acid,C3,0.042,43,14/06/2012,21:20:15
0,32,L-Phenylalanine,C4,0.042,44,14/06/2012,21:20:15
0,32,Tween 80,D1,0.053,45,14/06/2012,21:20:15
0,32,D-Mannitol,D2,0.041,46,14/06/2012,21:20:15
0,32,4-Hydroxy Benzoic Acid,D3,0.07,47,14/06/2012,21:20:15
0,32,L-Serine,D4,0.043,48,14/06/2012,21:20:15
0,32,_-Cyclodextrin,E1,0.052,49,14/06/2012,21:20:15
0,32,N-Acetyl-D-Glucosamine,E2,0.04,50,14/06/2012,21:20:15
0,32,_-Hydroxybutyric Acid,E3,0.054,51,14/06/2012,21:20:15
0,32,L-Threonine,E4,0.043,52,14/06/2012,21:20:15
0,32,Glycogen,F1,0.054,53,14/06/2012,21:20:15
0,32,D-Glucosaminic Acid,F2,0.042,54,14/06/2012,21:20:15
0,32,Itaconic Acid,F3,0.047,55,14/06/2012,21:20:15
0,32,Glycyl-L-Glutamic Acid,F4,0.042,56,14/06/2012,21:20:15
0,32,D-Cellobiose,G1,0.057,57,14/06/2012,21:20:15
0,32,Glucose-1-Phosphate,G2,0.047,58,14/06/2012,21:20:15
0,32,_-Ketobutyric Acid,G3,0.082,59,14/06/2012,21:20:15
0,32,Phenylethyl-amine,G4,0.095,60,14/06/2012,21:20:15
0,32,_-D-Lactose,H1,0.049,61,14/06/2012,21:20:15
